scaffold	representative	dereplication_status
DAABUL010000001.1	GCA_003642525.1	redundant
ABCFAK010000001.1	GCA_003642525.1	redundant
DASCBT010000038.1	GCA_003642525.1	redundant
AAALYK010000001.1	GCA_003642525.1	redundant
AAAKOK010000032.1	GCA_003642525.1	redundant
AAATRA010000025.1	GCA_003642525.1	redundant
AANDKP010000002.1	GCA_003642525.1	redundant
AAALKY010000012.1	GCA_003642525.1	redundant
AAATQC010000020.1	GCA_003642525.1	redundant
AANDJZ010000001.1	GCA_003642525.1	redundant
AACKCJ010000001.1	GCA_003642525.1	redundant
AAAJYA010000001.1	GCA_003642525.1	redundant
AANDID010000042.1	GCA_003642525.1	redundant
DAAFGK010000009.1	GCA_003642525.1	redundant
ABDJWM010000001.1	GCA_003642525.1	redundant
ABHWHT010000025.1	GCA_003642525.1	redundant
ABEKHD010000002.1	GCA_003642525.1	redundant
AAALVF010000003.1	GCA_003642525.1	redundant
AAFFKJ010000001.1	GCA_003642525.1	redundant
DASBES010000009.1	GCA_003642525.1	redundant
ABCFGA010000001.1	GCA_003642525.1	redundant
ABHVDP010000020.1	GCA_003642525.1	redundant
DAEVFM010000002.1	GCA_003642525.1	redundant
DAAAHI010000034.1	GCA_003642525.1	redundant
DAFJFG010000012.1	GCA_003642525.1	redundant
AAALUK010000001.1	GCA_003642525.1	redundant
AAEXMI010000051.1	GCA_003642525.1	redundant
DAAAHK010000021.1	GCA_003642525.1	redundant
AAEXOX010000109.1	GCA_003642525.1	redundant
DAAAHC010000069.1	GCA_003642525.1	redundant
AACKAM010000041.1	GCA_003642525.1	redundant
AAALDI010000001.1	GCA_003642525.1	redundant
DAAJXY010000049.1	GCA_003642525.1	redundant
DAAJXF010000001.1	GCA_003642525.1	redundant
AAATLV010000034.1	GCA_003642525.1	redundant
ABHSHK010000001.1	GCA_003642525.1	redundant
ABCFPF010000001.1	GCA_003642525.1	redundant
DAFIZX010000050.1	GCA_003642525.1	redundant
ABGUWQ010000002.1	GCA_003642525.1	redundant
ABCFLG010000001.1	GCA_003642525.1	redundant
QZQP01000027.1	GCA_003642525.1	redundant
AAQTQQ010000002.1	GCA_003642525.1	redundant
AAAZDJ010000012.1	GCA_003642525.1	redundant
ABCFBK010000001.1	GCA_003642525.1	redundant
ABHLUU010000001.1	GCA_003642525.1	redundant
QZPS01000045.1	GCA_003642525.1	redundant
AAAWCW010000026.1	GCA_003642525.1	redundant
DASDLU010000016.1	GCA_003642525.1	redundant
DAFIRG010000038.1	GCA_003642525.1	redundant
DAAJRA010000067.1	GCA_003642525.1	redundant
DAAJRA010000072.1	GCA_003642525.1	redundant
NZ_LNNX01000011.1	GCA_003642525.1	redundant
AAAOQT010000040.1	GCA_003642525.1	redundant
AAQOWU010000001.1	GCA_003642525.1	redundant
DAKKNS010000072.1	GCA_003642525.1	redundant
NZ_JAKTOA010000007.1	GCA_003642525.1	redundant
DABQGT010000033.1	GCA_003642525.1	redundant
AAOYXI010000004.1	GCA_003642525.1	redundant
DAKXQP010000095.1	GCA_003642525.1	redundant
AAAVJS010000003.1	GCA_003642525.1	redundant
DAEHDX010000001.1	GCA_003642525.1	redundant
AAQQOO010000001.1	GCA_003642525.1	redundant
AAWRCU010000031.1	GCA_003642525.1	redundant
ABBZVI010000056.1	GCA_003642525.1	redundant
DAZNLH010000001.1	GCA_003642525.1	redundant
AAQQMG010000002.1	GCA_003642525.1	redundant
AAQPLS010000001.1	GCA_003642525.1	redundant
NZ_MTRK01000006.1	GCA_003642525.1	redundant
ABVZJK010000001.1	GCA_003642525.1	redundant
AAQORN010000023.1	GCA_003642525.1	redundant
DAAHKC010000065.1	GCA_003642525.1	redundant
AAANMV010000001.1	GCA_003642525.1	redundant
AABGNZ010000033.1	GCA_003642525.1	redundant
AAAPEM010000023.1	GCA_003642525.1	redundant
AAWXUJ010000001.1	GCA_003642525.1	redundant
NZ_MTQV01000004.1	GCA_003642525.1	redundant
DAAFLR010000076.1	GCA_003642525.1	redundant
AABAPQ010000024.1	GCA_003642525.1	redundant
AABGNQ010000027.1	GCA_003642525.1	redundant
JBJYSN010000001.1	GCA_003642525.1	redundant
AAVPBM010000006.1	GCA_003642525.1	redundant
AAQORE010000001.1	GCA_003642525.1	redundant
JAEOYJ010000001.1	GCA_003642525.1	redundant
NZ_MTQT01000005.1	GCA_003642525.1	redundant
ABCVCY010000001.1	GCA_003642525.1	redundant
DAAKNU010000001.1	GCA_003642525.1	redundant
ABGCFG010000011.1	GCA_003642525.1	redundant
AABEYM010000022.1	GCA_003642525.1	redundant
AAAYWY010000057.1	GCA_003642525.1	redundant
AAJERT010000016.1	GCA_003642525.1	redundant
AABAKM010000041.1	GCA_003642525.1	redundant
AABAKM010000045.1	GCA_003642525.1	redundant
AAQQQS010000014.1	GCA_003642525.1	redundant
AAAYVI010000003.1	GCA_003642525.1	redundant
AANDER010000001.1	GCA_003642525.1	redundant
AAXIMX010000055.1	GCA_003642525.1	redundant
AABAJY010000055.1	GCA_003642525.1	redundant
AABAJY010000059.1	GCA_003642525.1	redundant
AAXIIX010000064.1	GCA_003642525.1	redundant
AABAJN010000044.1	GCA_003642525.1	redundant
NZ_MTFR01000001.1	GCA_003642525.1	redundant
ABJWLC010000008.1	GCA_003642525.1	redundant
AABBHP010000058.1	GCA_003642525.1	redundant
AABBHP010000053.1	GCA_003642525.1	redundant
AAQPPR010000028.1	GCA_003642525.1	redundant
DAPDNT010000002.1	GCA_003642525.1	redundant
AAAXDQ010000001.1	GCA_003642525.1	redundant
NZ_JAGSEV010000001.1	GCA_003642525.1	redundant
AANDQE010000008.1	GCA_003642525.1	redundant
AAVWGF010000029.1	GCA_003642525.1	redundant
NZ_LNSN01000006.1	GCA_003642525.1	redundant
NZ_VWSK01000001.1	GCA_003642525.1	redundant
VWSK01000025.1	GCA_003642525.1	redundant
AABAYK010000023.1	GCA_003642525.1	redundant
AAAPPR010000003.1	GCA_003642525.1	redundant
NZ_AVQO01000006.1	GCA_003642525.1	redundant
AAXHQW010000057.1	GCA_003642525.1	redundant
AABCDS010000001.1	GCA_003642525.1	redundant
ABAJQJ010000042.1	GCA_003642525.1	redundant
AAZASX010000001.1	GCA_003642525.1	redundant
ABLTGS010000014.1	GCA_003642525.1	redundant
ABUEYF010000018.1	GCA_003642525.1	redundant
AAAURH010000027.1	GCA_003642525.1	redundant
AAAWQT010000001.1	GCA_003642525.1	redundant
AAQRWY010000001.1	GCA_003642525.1	redundant
AAAZSL010000014.1	GCA_003642525.1	redundant
AAQQMW010000001.1	GCA_003642525.1	redundant
AAAYFZ010000001.1	GCA_003642525.1	redundant
ABCFAX010000001.1	GCA_003642525.1	redundant
AAATCH010000001.1	GCA_003642525.1	redundant
DASCFS010000003.1	GCA_003642525.1	redundant
AABEHH010000001.1	GCA_003642525.1	redundant
AAFMCK010000003.1	GCA_003642525.1	redundant
ABHAHM010000024.1	GCA_003642525.1	redundant
AAALXT010000016.1	GCA_003642525.1	redundant
NZ_BRCC01000023.1	GCA_003642525.1	redundant
DAAKAT010000098.1	GCA_003642525.1	redundant
NZ_MTRA01000006.1	GCA_003642525.1	redundant
DAAFLL010000033.1	GCA_003642525.1	redundant
AAAYAR010000002.1	GCA_003642525.1	redundant
AAAWOB010000013.1	GCA_003642525.1	redundant
AABANY010000003.1	GCA_003642525.1	redundant
AABGJR010000003.1	GCA_003642525.1	redundant
NZ_MTJK01000010.1	GCA_003642525.1	redundant
AAAWQD010000003.1	GCA_003642525.1	redundant
AAXIQN010000088.1	GCA_003642525.1	redundant
ABCEZK010000003.1	GCA_003642525.1	redundant
AAQPGT010000001.1	GCA_003642525.1	redundant
AAAPIY010000050.1	GCA_003642525.1	redundant
AAAYVL010000019.1	GCA_003642525.1	redundant
AAAOEY010000001.1	GCA_003642525.1	redundant
AABAJQ010000020.1	GCA_003642525.1	redundant
AAAZIV010000027.1	GCA_003642525.1	redundant
AAAPIS010000032.1	GCA_003642525.1	redundant
AAAPIS010000033.1	GCA_003642525.1	redundant
AABBMJ010000025.1	GCA_003642525.1	redundant
AAXIJF010000077.1	GCA_003642525.1	redundant
DAAAHF010000035.1	GCA_003642525.1	redundant
DAAAHF010000039.1	GCA_003642525.1	redundant
AAAYXI010000002.1	GCA_003642525.1	redundant
AABAJV010000059.1	GCA_003642525.1	redundant
AAAVAE010000001.1	GCA_003642525.1	redundant
AAXIHW010000049.1	GCA_003642525.1	redundant
DAAJWX010000079.1	GCA_003642525.1	redundant
CYWI01000011.1	GCA_003642525.1	redundant
AAAUZE010000012.1	GCA_003642525.1	redundant
DAAAGV010000039.1	GCA_003642525.1	redundant
AAAPDR010000019.1	GCA_003642525.1	redundant
AABAJP010000081.1	GCA_003642525.1	redundant
AAANCL010000037.1	GCA_003642525.1	redundant
AAAXBS010000017.1	GCA_003642525.1	redundant
AABFUM010000003.1	GCA_003642525.1	redundant
ABFBHA010000001.1	GCA_003642525.1	redundant
AAVWFQ010000020.1	GCA_003642525.1	redundant
NZ_AVQP01000005.1	GCA_003642525.1	redundant
ABHMCY010000001.1	GCA_003642525.1	redundant
AAAUAE010000001.1	GCA_003642525.1	redundant
AAASNO010000006.1	GCA_003642525.1	redundant
AAPEWN010000001.1	GCA_003642525.1	redundant
ABGOCT010000010.1	GCA_003642525.1	redundant
DAHGXY010000001.1	GCA_003642525.1	redundant
AAHZME010000002.1	GCA_003642525.1	redundant
JBIMVR010000001.1	GCA_003642525.1	redundant
DAAKXY010000028.1	GCA_003642525.1	redundant
AAQQNE010000009.1	GCA_003642525.1	redundant
AABCBY010000048.1	GCA_003642525.1	redundant
ABLTGJ010000005.1	GCA_003642525.1	redundant
AAAMDG010000056.1	GCA_003642525.1	redundant
AAQOWL010000010.1	GCA_003642525.1	redundant
NZ_LFVS02000022.1	GCA_003642525.1	redundant
AANEEW010000034.1	GCA_003642525.1	redundant
AAAUQX010000002.1	GCA_003642525.1	redundant
NZ_QXLC01000001.1	GCA_003642525.1	redundant
AAJUQR010000004.1	GCA_003642525.1	redundant
AABCRX010000022.1	GCA_003642525.1	redundant
ABDDXO010000001.1	GCA_003642525.1	redundant
DAYNPQ010000038.1	GCA_003642525.1	redundant
NZ_LHSD01000001.1	GCA_003642525.1	redundant
ABCIWY010000001.1	GCA_003642525.1	redundant
AABDMT010000027.1	GCA_003642525.1	redundant
NZ_MTRN01000014.1	GCA_003642525.1	redundant
AAALYI010000016.1	GCA_003642525.1	redundant
DAPXEZ010000005.1	GCA_003642525.1	redundant
ABTZYD010000009.1	GCA_003642525.1	redundant
AAAUQU010000025.1	GCA_003642525.1	redundant
AANDLJ010000029.1	GCA_003642525.1	redundant
AABGNY010000039.1	GCA_003642525.1	redundant
AAJIIQ010000066.1	GCA_003642525.1	redundant
AAJIIQ010000069.1	GCA_003642525.1	redundant
AAAWSB010000001.1	GCA_003642525.1	redundant
AABGQB010000003.1	GCA_003642525.1	redundant
ABDZJG010000020.1	GCA_003642525.1	redundant
ABIVCN010000008.1	GCA_003642525.1	redundant
AAAYZE010000001.1	GCA_003642525.1	redundant
ABLXGS010000006.1	GCA_003642525.1	redundant
AAAULF010000011.1	GCA_003642525.1	redundant
NZ_NXXF01000022.1	GCA_003642525.1	redundant
AABAKR010000075.1	GCA_003642525.1	redundant
AAAUKL010000065.1	GCA_003642525.1	redundant
AAAOFB010000018.1	GCA_003642525.1	redundant
ABHVYU010000001.1	GCA_003642525.1	redundant
NZ_MTDQ01000004.1	GCA_003642525.1	redundant
AABAJS010000043.1	GCA_003642525.1	redundant
NZ_JBHHKD010000008.1	GCA_003642525.1	redundant
DAEUTK010000001.1	GCA_003642525.1	redundant
DAAAHH010000043.1	GCA_003642525.1	redundant
DAAAHH010000022.1	GCA_003642525.1	redundant
ABESUW010000001.1	GCA_003642525.1	redundant
ABBTOU010000008.1	GCA_003642525.1	redundant
AABAKH010000069.1	GCA_003642525.1	redundant
AAVYOL010000120.1	GCA_003642525.1	redundant
JABYRU010000003.1	GCA_003642525.1	redundant
AABAJX010000056.1	GCA_003642525.1	redundant
ABCFQN010000010.1	GCA_003642525.1	redundant
DAAAGW010000023.1	GCA_003642525.1	redundant
ABBTLH010000031.1	GCA_003642525.1	redundant
AABFZV010000018.1	GCA_003642525.1	redundant
ABCFPK010000022.1	GCA_003642525.1	redundant
AAAPES010000012.1	GCA_003642525.1	redundant
ABCFEM010000001.1	GCA_003642525.1	redundant
AAQPPS010000001.1	GCA_003642525.1	redundant
ABGUZT010000043.1	GCA_003642525.1	redundant
AABAJT010000047.1	GCA_003642525.1	redundant
ABCFOD010000037.1	GCA_003642525.1	redundant
AAAUCN010000048.1	GCA_003642525.1	redundant
AAAUCN010000052.1	GCA_003642525.1	redundant
DAPDNY010000030.1	GCA_003642525.1	redundant
DAPDNY010000022.1	GCA_003642525.1	redundant
ABCFEN010000001.1	GCA_003642525.1	redundant
AAAXUC010000016.1	GCA_003642525.1	redundant
NZ_JAFDNB010000020.1	GCA_003642525.1	redundant
AAIRNX010000017.1	GCA_003642525.1	redundant
DAALLO010000021.1	GCA_003642525.1	redundant
DAPDNO010000041.1	GCA_003642525.1	redundant
DBCLPW010000001.1	GCA_003642525.1	redundant
AAVWFI010000051.1	GCA_003642525.1	redundant
ABBDXS010000002.1	GCA_003642525.1	redundant
NZ_LNSQ01000002.1	GCA_003642525.1	redundant
AAAKWA010000001.1	GCA_003642525.1	redundant
ABJEDR010000045.1	GCA_003642525.1	redundant
ABFBME010000002.1	GCA_003642525.1	redundant
AAZBGO010000001.1	GCA_003642525.1	redundant
ABBRXS010000001.1	GCA_003642525.1	redundant
NZ_JAGSDD010000001.1	GCA_003642525.1	redundant
AAZAUK010000007.1	GCA_003642525.1	redundant
DAYPAX010000021.1	GCA_003642525.1	redundant
DAAKYT010000074.1	GCA_003642525.1	redundant
AAAKUD010000020.1	GCA_003642525.1	redundant
ABUHTO010000001.1	GCA_003642525.1	redundant
AAASPT010000001.1	GCA_003642525.1	redundant
AAAOWA010000018.1	GCA_003642525.1	redundant
DAAKXX010000005.1	GCA_003642525.1	redundant
AABFQW010000001.1	GCA_003642525.1	redundant
AAAYHN010000001.1	GCA_003642525.1	redundant
DAYQBG010000010.1	GCA_003642525.1	redundant
DAAKWU010000056.1	GCA_003642525.1	redundant
AABEHF010000020.1	GCA_003642525.1	redundant
NZ_LFVT02000017.1	GCA_003642525.1	redundant
AAANPZ010000026.1	GCA_003642525.1	redundant
AAANPZ010000002.1	GCA_003642525.1	redundant
AAAUPR010000001.1	GCA_003642525.1	redundant
NZ_MRYJ01000040.1	GCA_003642525.1	redundant
DAYNOL010000004.1	GCA_003642525.1	redundant
AABARD010000003.1	GCA_003642525.1	redundant
AABEHL010000007.1	GCA_003642525.1	redundant
AAQPLB010000001.1	GCA_003642525.1	redundant
AAAUPA010000011.1	GCA_003642525.1	redundant
AAQORH010000001.1	GCA_003642525.1	redundant
AABGKD010000016.1	GCA_003642525.1	redundant
AAAUNE010000002.1	GCA_003642525.1	redundant
AARJOO010000003.1	GCA_003642525.1	redundant
AABFAF010000017.1	GCA_003642525.1	redundant
AAQPRN010000037.1	GCA_003642525.1	redundant
NZ_MTFD01000009.1	GCA_003642525.1	redundant
AABAKQ010000048.1	GCA_003642525.1	redundant
AAQPQP010000043.1	GCA_003642525.1	redundant
AAJENV010000001.1	GCA_003642525.1	redundant
AAQPGS010000019.1	GCA_003642525.1	redundant
AAARSN010000051.1	GCA_003642525.1	redundant
AABAKO010000099.1	GCA_003642525.1	redundant
AAQOKV010000001.1	GCA_003642525.1	redundant
AABAKI010000042.1	GCA_003642525.1	redundant
ABLJHS010000001.1	GCA_003642525.1	redundant
AAAYZF010000002.1	GCA_003642525.1	redundant
ABCEVS010000001.1	GCA_003642525.1	redundant
DAAAGU010000018.1	GCA_003642525.1	redundant
NZ_NXQN01000019.1	GCA_003642525.1	redundant
ABBTLG010000007.1	GCA_003642525.1	redundant
AABAJR010000090.1	GCA_003642525.1	redundant
DABZCW010000023.1	GCA_003642525.1	redundant
DABZCW010000018.1	GCA_003642525.1	redundant
AAQPPQ010000017.1	GCA_003642525.1	redundant
AABCHN010000044.1	GCA_003642525.1	redundant
AABAJW010000094.1	GCA_003642525.1	redundant
AAXIGP010000055.1	GCA_003642525.1	redundant
AAANCQ010000034.1	GCA_003642525.1	redundant
AAARGV010000026.1	GCA_003642525.1	redundant
DAPDNQ010000032.1	GCA_003642525.1	redundant
AAVWFP010000012.1	GCA_003642525.1	redundant
AAAOWS010000001.1	GCA_003642525.1	redundant
AAQQOV010000002.1	GCA_003642525.1	redundant
DABYEE010000038.1	GCA_003642525.1	redundant
NZ_MKOW01000023.1	GCA_003642525.1	redundant
AACJPI010000018.1	GCA_003642525.1	redundant
AAAOXK010000011.1	GCA_003642525.1	redundant
AAAUAI010000028.1	GCA_003642525.1	redundant
AAPEWB010000043.1	GCA_003642525.1	redundant
DAKLUY010000080.1	GCA_003642525.1	redundant
AAIAAM010000022.1	GCA_003642525.1	redundant
AAIAAM010000014.1	GCA_003642525.1	redundant
JBIMVU010000007.1	GCA_003642525.1	redundant
AAQPMG010000001.1	GCA_003642525.1	redundant
AAARZU010000007.1	GCA_003642525.1	redundant
NZ_LNNW01000005.1	GCA_003642525.1	redundant
ABJPFG010000001.1	GCA_003642525.1	redundant
AAWNFB010000017.1	GCA_003642525.1	redundant
DABQGP010000022.1	GCA_003642525.1	redundant
ABCATO010000001.1	GCA_003642525.1	redundant
AAAUSO010000001.1	GCA_003642525.1	redundant
ABTKJZ010000001.1	GCA_003642525.1	redundant
ABIDXU010000006.1	GCA_003642525.1	redundant
DABQDH010000001.1	GCA_003642525.1	redundant
AAAXNJ010000014.1	GCA_003642525.1	redundant
DAKXQC010000044.1	GCA_003642525.1	redundant
AAAVIM010000001.1	GCA_003642525.1	redundant
AAATUN010000001.1	GCA_003642525.1	redundant
AAATCP010000001.1	GCA_003642525.1	redundant
AAAQXA010000002.1	GCA_003642525.1	redundant
AANDZS010000001.1	GCA_003642525.1	redundant
NZ_QXKV01000001.1	GCA_003642525.1	redundant
ABHGOL010000001.1	GCA_003642525.1	redundant
DABPWW010000022.1	GCA_003642525.1	redundant
AAAXFT010000033.1	GCA_003642525.1	redundant
ABHADD010000063.1	GCA_003642525.1	redundant
DAAHKL010000001.1	GCA_003642525.1	redundant
AAALYA010000004.1	GCA_003642525.1	redundant
AAXIYK010000038.1	GCA_003642525.1	redundant
ABCFIH010000002.1	GCA_003642525.1	redundant
AAAYCH010000003.1	GCA_003642525.1	redundant
AAQQSA010000001.1	GCA_003642525.1	redundant
JAEPAZ010000001.1	GCA_003642525.1	redundant
AANDKT010000003.1	GCA_003642525.1	redundant
AAANKY010000048.1	GCA_003642525.1	redundant
AAAWRG010000032.1	GCA_003642525.1	redundant
AABBRM010000002.1	GCA_003642525.1	redundant
ABCXJD010000001.1	GCA_003642525.1	redundant
AABGKB010000020.1	GCA_003642525.1	redundant
DAAERY010000015.1	GCA_003642525.1	redundant
DAAKIM010000003.1	GCA_003642525.1	redundant
JBJYSL010000001.1	GCA_003642525.1	redundant
NZ_MTQZ01000003.1	GCA_003642525.1	redundant
AAVPAZ010000037.1	GCA_003642525.1	redundant
DASBLK010000027.1	GCA_003642525.1	redundant
AARJWW010000003.1	GCA_003642525.1	redundant
AABFAE010000014.1	GCA_003642525.1	redundant
ABCFGV010000001.1	GCA_003642525.1	redundant
AAWFRL010000033.1	GCA_003642525.1	redundant
NZ_MTQQ01000020.1	GCA_003642525.1	redundant
ABUVFX010000002.1	GCA_003642525.1	redundant
DAEVBL010000019.1	GCA_003642525.1	redundant
ABESVD010000001.1	GCA_003642525.1	redundant
AAQOKT010000001.1	GCA_003642525.1	redundant
AAAVTA010000001.1	GCA_003642525.1	redundant
AABDIF010000081.1	GCA_003642525.1	redundant
ABESPK010000002.1	GCA_003642525.1	redundant
ABCRMA010000001.1	GCA_003642525.1	redundant
DAAAGX010000076.1	GCA_003642525.1	redundant
DAAAGX010000075.1	GCA_003642525.1	redundant
AABEBW010000049.1	GCA_003642525.1	redundant
CYWW02000006.1	GCA_003642525.1	redundant
AABAJO010000033.1	GCA_003642525.1	redundant
DAAJXC010000044.1	GCA_003642525.1	redundant
AABBGZ010000026.1	GCA_003642525.1	redundant
DAPDNX010000019.1	GCA_003642525.1	redundant
NZ_NYRQ01000001.1	GCA_003642525.1	redundant
DAPCTA010000033.1	GCA_003642525.1	redundant
DAPCTA010000025.1	GCA_003642525.1	redundant
DAAFAW010000076.1	GCA_003642525.1	redundant
CYUT01000003.1	GCA_003642525.1	redundant
AABFXA010000023.1	GCA_003642525.1	redundant
AAQRQQ010000025.1	GCA_003642525.1	redundant
AAQRQQ010000009.1	GCA_003642525.1	redundant
NZ_QABI01000001.1	GCA_003642525.1	redundant
DAPDNP010000070.1	GCA_003642525.1	redundant
NZ_LNSP01000005.1	GCA_003642525.1	redundant
AAANXF010000036.1	GCA_003642525.1	redundant
AAATKE010000020.1	GCA_003642525.1	redundant
ABJUWB010000001.1	GCA_003642525.1	redundant
DAYPGX010000001.1	GCA_003642525.1	redundant
NZ_LNSM01000006.1	GCA_003642525.1	redundant
AAQQOB010000004.1	GCA_003642525.1	redundant
AAAPON010000001.1	GCA_003642525.1	redundant
AABCDF010000014.1	GCA_003642525.1	redundant
ABLTXS010000002.1	GCA_003642525.1	redundant
AAAQLT010000025.1	GCA_003642525.1	redundant
AAQPPC010000042.1	GCA_003642525.1	redundant
AAASQT010000001.1	GCA_003642525.1	redundant
AABCET010000004.1	GCA_003642525.1	redundant
ABLTMA010000015.1	GCA_003642525.1	redundant
DASDLM010000013.1	GCA_003642525.1	redundant
AABGWB010000003.1	GCA_003642525.1	redundant
DAAKXZ010000026.1	GCA_003642525.1	redundant
AABFQJ010000017.1	GCA_003642525.1	redundant
AAWRUI010000001.1	GCA_003642525.1	redundant
AAATHI010000029.1	GCA_003642525.1	redundant
NZ_JACOFM010000001.1	GCA_003642525.1	redundant
DAAKWX010000022.1	GCA_003642525.1	redundant
NZ_JBEWCF010000010.1	GCA_003642525.1	redundant
ABNITH010000001.1	GCA_003642525.1	redundant
NZ_JAKTNZ010000023.1	GCA_003642525.1	redundant
ABTMAL010000009.1	GCA_003642525.1	redundant
AABFPO010000001.1	GCA_003642525.1	redundant
ABUEJN010000003.1	GCA_003642525.1	redundant
NZ_JAKTOH010000029.1	GCA_003642525.1	redundant
DAAJQY010000043.1	GCA_003642525.1	redundant
DAAKWG010000002.1	GCA_003642525.1	redundant
AAQQMJ010000025.1	GCA_003642525.1	redundant
AAQQMJ010000002.1	GCA_003642525.1	redundant
DABQDT010000002.1	GCA_003642525.1	redundant
DASCLK010000028.1	GCA_003642525.1	redundant
DAKXQG010000034.1	GCA_003642525.1	redundant
ABCFAQ010000001.1	GCA_003642525.1	redundant
DASCEX010000028.1	GCA_003642525.1	redundant
ABFTGZ010000033.1	GCA_003642525.1	redundant
AAQQLW010000019.1	GCA_003642525.1	redundant
ABICQQ010000001.1	GCA_003642525.1	redundant
AAXWPH010000001.1	GCA_003642525.1	redundant
NZ_MDQA01000015.1	GCA_003642525.1	redundant
AAVPCL010000038.1	GCA_003642525.1	redundant
AABAPL010000006.1	GCA_003642525.1	redundant
ABCHRV010000002.1	GCA_003642525.1	redundant
JBJYSK010000002.1	GCA_003642525.1	redundant
AAAYYY010000014.1	GCA_003642525.1	redundant
ABCFAH010000001.1	GCA_003642525.1	redundant
AAVPBA010000046.1	GCA_003642525.1	redundant
AAUJHY010000013.1	GCA_003642525.1	redundant
AAAULX010000015.1	GCA_003642525.1	redundant
AABEEY010000001.1	GCA_003642525.1	redundant
AAKWCA010000004.1	GCA_003642525.1	redundant
AAQPGZ010000043.1	GCA_003642525.1	redundant
AAVPAM010000019.1	GCA_003642525.1	redundant
AAUGHT010000042.1	GCA_003642525.1	redundant
ABDXXL010000024.1	GCA_003642525.1	redundant
AAKTAU010000001.1	GCA_003642525.1	redundant
ABTHCC010000001.1	GCA_003642525.1	redundant
ABCEZB010000001.1	GCA_003642525.1	redundant
DASBFS010000024.1	GCA_003642525.1	redundant
AAAVVC010000001.1	GCA_003642525.1	redundant
ABAOSY010000030.1	GCA_003642525.1	redundant
ABCFFZ010000021.1	GCA_003642525.1	redundant
DAFJER010000039.1	GCA_003642525.1	redundant
AABAKJ010000116.1	GCA_003642525.1	redundant
DAAAHJ010000068.1	GCA_003642525.1	redundant
ABESPT010000001.1	GCA_003642525.1	redundant
AABAKD010000042.1	GCA_003642525.1	redundant
AAAVAU010000039.1	GCA_003642525.1	redundant
DAAAHB010000065.1	GCA_003642525.1	redundant
ABFNFJ010000005.1	GCA_003642525.1	redundant
AAQOLP010000001.1	GCA_003642525.1	redundant
AABAJU010000047.1	GCA_003642525.1	redundant
ABUMOY010000001.1	GCA_003642525.1	redundant
AAAZGZ010000016.1	GCA_003642525.1	redundant
AAAYTB010000023.1	GCA_003642525.1	redundant
NZ_NYPW01000001.1	GCA_003642525.1	redundant
DAALQP010000066.1	GCA_003642525.1	redundant
DAPDNW010000001.1	GCA_003642525.1	redundant
ABDFQO010000020.1	GCA_003642525.1	redundant
AABBIS010000002.1	GCA_003642525.1	redundant
DAPDNR010000055.1	GCA_003642525.1	redundant
AAQPPG010000001.1	GCA_003642525.1	redundant
NZ_JAFDMP010000010.1	GCA_003642525.1	redundant
ABKBBI010000001.1	GCA_003642525.1	redundant
