scaffold	representative	dereplication_status
AABEMK010000008.1	GCA_003642525.1	redundant
AABAJX010000056.1	GCA_003642525.1	redundant
DAAHKC010000065.1	GCA_003642525.1	redundant
AAAPON010000001.1	GCA_003642525.1	redundant
AABAJT010000047.1	GCA_003642525.1	redundant
AAAOQT010000040.1	GCA_003642525.1	redundant
ABANDH010000001.1	GCA_003642525.1	redundant
AAQQOO010000001.1	GCA_003642525.1	redundant
DAFJFG010000012.1	GCA_003642525.1	redundant
AAAUNE010000002.1	GCA_003642525.1	redundant
ABCFAH010000001.1	GCA_003642525.1	redundant
DAFIZX010000050.1	GCA_003642525.1	redundant
AABDMT010000027.1	GCA_003642525.1	redundant
AAQRWY010000001.1	GCA_003642525.1	redundant
AAQQLW010000019.1	GCA_003642525.1	redundant
NZ_CYWI01000011.1	GCA_003642525.1	redundant
ABCEZB010000001.1	GCA_003642525.1	redundant
DAAKDA010000004.1	GCA_003642525.1	redundant
AABBIS010000002.1	GCA_003642525.1	redundant
ABFTGR010000001.1	GCA_003642525.1	redundant
DAKXQG010000034.1	GCA_003642525.1	redundant
ABBTLH010000031.1	GCA_003642525.1	redundant
NZ_LNSP01000005.1	GCA_003642525.1	redundant
DAEUTK010000001.1	GCA_003642525.1	redundant
AAJERT010000016.1	GCA_003642525.1	redundant
NZ_LNSM01000006.1	GCA_003642525.1	redundant
ABCFQN010000010.1	GCA_003642525.1	redundant
AAAIOO010000001.1	GCA_003642525.1	redundant
AAATKE010000020.1	GCA_003642525.1	redundant
AAASPT010000001.1	GCA_003642525.1	redundant
ABCFPK010000022.1	GCA_003642525.1	redundant
DAALLO010000021.1	GCA_003642525.1	redundant
AAAKWA010000001.1	GCA_003642525.1	redundant
ABBCPP010000001.1	GCA_003642525.1	redundant
AAAZSL010000014.1	GCA_003642525.1	redundant
ABLTGS010000014.1	GCA_003642525.1	redundant
ABCFOD010000037.1	GCA_003642525.1	redundant
AAAMEB010000014.1	GCA_003642525.1	redundant
NZ_LFVT02000017.1	GCA_003642525.1	redundant
ABGOCT010000010.1	GCA_003642525.1	redundant
AAZBGO010000001.1	GCA_003642525.1	redundant
AAKWCA010000004.1	GCA_003642525.1	redundant
DAKLVT010000040.1	GCA_003642525.1	redundant
AABCET010000004.1	GCA_003642525.1	redundant
AAAKUD010000020.1	GCA_003642525.1	redundant
AAAPIS010000032.1	GCA_003642525.1	redundant
AAAJLJ010000001.1	GCA_003642525.1	redundant
DABQDH010000001.1	GCA_003642525.1	redundant
DAAKXY010000028.1	GCA_003642525.1	redundant
AAZAUK010000007.1	GCA_003642525.1	redundant
AABDEA010000012.1	GCA_003642525.1	redundant
AAQPPS010000001.1	GCA_003642525.1	redundant
AAAYZE010000001.1	GCA_003642525.1	redundant
DAAKWN010000054.1	GCA_003642525.1	redundant
AAWNFB010000017.1	GCA_003642525.1	redundant
AABGKD010000016.1	GCA_003642525.1	redundant
AAAJDQ010000019.1	GCA_003642525.1	redundant
AAUJHY010000013.1	GCA_003642525.1	redundant
DAAKWG010000002.1	GCA_003642525.1	redundant
AAAPDR010000019.1	GCA_003642525.1	redundant
AAUGHT010000042.1	GCA_003642525.1	redundant
AAVPBA010000046.1	GCA_003642525.1	redundant
AAAYVI010000003.1	GCA_003642525.1	redundant
AAPEWB010000043.1	GCA_003642525.1	redundant
DAAAHF010000035.1	GCA_003642525.1	redundant
AABAPL010000006.1	GCA_003642525.1	redundant
ABCVCY010000001.1	GCA_003642525.1	redundant
AAAXBS010000017.1	GCA_003642525.1	redundant
AABCUX010000045.1	GCA_003642525.1	redundant
DAAJTT010000019.1	GCA_003642525.1	redundant
NZ_JAVEFC010000001.1	GCA_003642525.1	redundant
AAAYTB010000023.1	GCA_003642525.1	redundant
AAOYXI010000004.1	GCA_003642525.1	redundant
AAUCYH010000015.1	GCA_003642525.1	redundant
AABAJS010000043.1	GCA_003642525.1	redundant
JABYRU010000003.1	GCA_003642525.1	redundant
AAAPPR010000003.1	GCA_003642525.1	redundant
NZ_JAGEUL010000023.1	GCA_003642525.1	redundant
AAJUQR010000004.1	GCA_003642525.1	redundant
DAAJQY010000043.1	GCA_003642525.1	redundant
AAWXUJ010000001.1	GCA_003642525.1	redundant
AAQPLS010000001.1	GCA_003642525.1	redundant
ABDZJG010000020.1	GCA_003642525.1	redundant
AAQQMG010000002.1	GCA_003642525.1	redundant
NZ_AVQN01000003.1	GCA_003642525.1	redundant
AAZEZN010000001.1	GCA_003642525.1	redundant
NZ_JAKTNZ010000023.1	GCA_003642525.1	redundant
AABFQJ010000017.1	GCA_003642525.1	redundant
AAANKY010000048.1	GCA_003642525.1	redundant
DASCFS010000040.1	GCA_003642525.1	redundant
ABESVD010000001.1	GCA_003642525.1	redundant
NZ_JAKTOH010000029.1	GCA_003642525.1	redundant
AAAYHN010000001.1	GCA_003642525.1	redundant
ABCFGD010000018.1	GCA_003642525.1	redundant
ABBTLG010000007.1	GCA_003642525.1	redundant
ABESPK010000002.1	GCA_003642525.1	redundant
AAAXNJ010000014.1	GCA_003642525.1	redundant
DAPDNX010000019.1	GCA_003642525.1	redundant
AAAVVR010000003.1	GCA_003642525.1	redundant
JAEOYJ010000001.1	GCA_003642525.1	redundant
NZ_LNSO01000004.1	GCA_003642525.1	redundant
DAPDNO010000041.1	GCA_003642525.1	redundant
AAXMLI010000030.1	GCA_003642525.1	redundant
NZ_MTRK01000006.1	GCA_003642525.1	redundant
AAAPEM010000023.1	GCA_003642525.1	redundant
ABLTXS010000002.1	GCA_003642525.1	redundant
AAAWRG010000032.1	GCA_003642525.1	redundant
ABBTFC010000014.1	GCA_003642525.1	redundant
NZ_MKOW01000023.1	GCA_003642525.1	redundant
NZ_LNNX01000011.1	GCA_003642525.1	redundant
ABCFEM010000001.1	GCA_003642525.1	redundant
AAAMHB010000002.1	GCA_003642525.1	redundant
AAARZU010000007.1	GCA_003642525.1	redundant
ABBRXS010000001.1	GCA_003642525.1	redundant
DAAKAT010000098.1	GCA_003642525.1	redundant
NZ_MTQV01000004.1	GCA_003642525.1	redundant
AANDER010000001.1	GCA_003642525.1	redundant
AAANEN010000003.1	GCA_003642525.1	redundant
ABCFEN010000001.1	GCA_003642525.1	redundant
AARJOO010000003.1	GCA_003642525.1	redundant
AABCDS010000001.1	GCA_003642525.1	redundant
ABHWHT010000025.1	GCA_003642525.1	redundant
ABCFLG010000001.1	GCA_003642525.1	redundant
AANDZS010000001.1	GCA_003642525.1	redundant
AABCBU010000027.1	GCA_003642525.1	redundant
AAIRNX010000017.1	GCA_003642525.1	redundant
AAXIMX010000055.1	GCA_003642525.1	redundant
NZ_MTQT01000005.1	GCA_003642525.1	redundant
ABDDXO010000001.1	GCA_003642525.1	redundant
DABQGU010000032.1	GCA_003642525.1	redundant
AABEYM010000022.1	GCA_003642525.1	redundant
AAAYAR010000002.1	GCA_003642525.1	redundant
DAAKXX010000005.1	GCA_003642525.1	redundant
NZ_QXLN01000001.1	GCA_003642525.1	redundant
NZ_NXYV01000049.1	GCA_003642525.1	redundant
AAQPPQ010000017.1	GCA_003642525.1	redundant
AAWRUI010000001.1	GCA_003642525.1	redundant
DAEHDX010000001.1	GCA_003642525.1	redundant
AAQPEP010000001.1	GCA_003642525.1	redundant
NZ_QXLA01000001.1	GCA_003642525.1	redundant
ABJPFG010000001.1	GCA_003642525.1	redundant
AABGKB010000020.1	GCA_003642525.1	redundant
AABCBP010000036.1	GCA_003642525.1	redundant
AAAPES010000012.1	GCA_003642525.1	redundant
DAAJXC010000044.1	GCA_003642525.1	redundant
AAAJBF010000032.1	GCA_003642525.1	redundant
AAVPBM010000006.1	GCA_003642525.1	redundant
AAAYVL010000019.1	GCA_003642525.1	redundant
ABLVHC010000010.1	GCA_003642525.1	redundant
NZ_MTFR01000001.1	GCA_003642525.1	redundant
AABAPQ010000024.1	GCA_003642525.1	redundant
AAVPAM010000019.1	GCA_003642525.1	redundant
NZ_NYPW01000001.1	GCA_003642525.1	redundant
AAAZIV010000027.1	GCA_003642525.1	redundant
DAAAGV010000039.1	GCA_003642525.1	redundant
AAARSN010000051.1	GCA_003642525.1	redundant
NZ_NYRQ01000001.1	GCA_003642525.1	redundant
AAAKOK010000032.1	GCA_003642525.1	redundant
ABHAVH010000001.1	GCA_003642525.1	redundant
AAATQW010000037.1	GCA_003642525.1	redundant
AAALYA010000004.1	GCA_003642525.1	redundant
AAQQNE010000009.1	GCA_003642525.1	redundant
AAAOWA010000018.1	GCA_003642525.1	redundant
ABHAHM010000024.1	GCA_003642525.1	redundant
AAAVIM010000001.1	GCA_003642525.1	redundant
AAANPZ010000026.1	GCA_003642525.1	redundant
NZ_JAGSEV010000001.1	GCA_003642525.1	redundant
AACKAM010000041.1	GCA_003642525.1	redundant
ABJWLC010000008.1	GCA_003642525.1	redundant
ABJEDR010000045.1	GCA_003642525.1	redundant
AAAQLT010000025.1	GCA_003642525.1	redundant
AAAWED010000005.1	GCA_003642525.1	redundant
ABDFQO010000020.1	GCA_003642525.1	redundant
AAQQMW010000001.1	GCA_003642525.1	redundant
AAAULX010000015.1	GCA_003642525.1	redundant
ABCHRV010000002.1	GCA_003642525.1	redundant
AAANMV010000001.1	GCA_003642525.1	redundant
NZ_AVQO01000006.1	GCA_003642525.1	redundant
DASCIR010000001.1	GCA_003642525.1	redundant
ABCEZK010000003.1	GCA_003642525.1	redundant
AALIWC010000001.1	GCA_003642525.1	redundant
AAAWQT010000001.1	GCA_003642525.1	redundant
NZ_JAKTOA010000007.1	GCA_003642525.1	redundant
AAQORH010000001.1	GCA_003642525.1	redundant
ABESPT010000001.1	GCA_003642525.1	redundant
AAAJQA010000021.1	GCA_003642525.1	redundant
ABHFBK010000010.1	GCA_003642525.1	redundant
AAATLV010000034.1	GCA_003642525.1	redundant
AABEHH010000001.1	GCA_003642525.1	redundant
AAQQSA010000001.1	GCA_003642525.1	redundant
DAPDNW010000001.1	GCA_003642525.1	redundant
AANDJZ010000001.1	GCA_003642525.1	redundant
NZ_LNSN01000006.1	GCA_003642525.1	redundant
DAPDNQ010000032.1	GCA_003642525.1	redundant
NZ_MTRN01000014.1	GCA_003642525.1	redundant
NZ_BRCC01000023.1	GCA_003642525.1	redundant
AABGWB010000003.1	GCA_003642525.1	redundant
ABGUWQ010000002.1	GCA_003642525.1	redundant
AAAXFT010000033.1	GCA_003642525.1	redundant
ABLTMA010000015.1	GCA_003642525.1	redundant
AAQOKV010000001.1	GCA_003642525.1	redundant
AAAQXA010000002.1	GCA_003642525.1	redundant
DAPDMV010000037.1	GCA_003642525.1	redundant
NZ_MTRA01000006.1	GCA_003642525.1	redundant
AAAVAE010000001.1	GCA_003642525.1	redundant
AAAZSP010000004.1	GCA_003642525.1	redundant
AABEEY010000001.1	GCA_003642525.1	redundant
AARJWW010000003.1	GCA_003642525.1	redundant
AAAOEY010000001.1	GCA_003642525.1	redundant
AAAYCH010000003.1	GCA_003642525.1	redundant
NZ_MTJK01000010.1	GCA_003642525.1	redundant
ABHVDP010000020.1	GCA_003642525.1	redundant
DABQGT010000033.1	GCA_003642525.1	redundant
AABFAF010000017.1	GCA_003642525.1	redundant
AAANCL010000037.1	GCA_003642525.1	redundant
AAKTAU010000001.1	GCA_003642525.1	redundant
ABIVCN010000008.1	GCA_003642525.1	redundant
AAXIIX010000064.1	GCA_003642525.1	redundant
NZ_JACOFM010000001.1	GCA_003642525.1	redundant
DAAKWU010000056.1	GCA_003642525.1	redundant
NZ_NXXF01000022.1	GCA_003642525.1	redundant
AAXHSJ010000069.1	GCA_003642525.1	redundant
AAAKBC010000001.1	GCA_003642525.1	redundant
AAAIGK010000014.1	GCA_003642525.1	redundant
DAAJXB010000043.1	GCA_003642525.1	redundant
AAWRCU010000031.1	GCA_003642525.1	redundant
AAATCP010000001.1	GCA_003642525.1	redundant
JABYXQ010000001.1	GCA_003642525.1	redundant
AAHZME010000002.1	GCA_003642525.1	redundant
DAAJAJ010000028.1	GCA_003642525.1	redundant
DAAAGW010000023.1	GCA_003642525.1	redundant
AABANY010000003.1	GCA_003642525.1	redundant
AAAOWS010000001.1	GCA_003642525.1	redundant
AAAURH010000027.1	GCA_003642525.1	redundant
AAAYXI010000002.1	GCA_003642525.1	redundant
AAQTQQ010000002.1	GCA_003642525.1	redundant
ABHLUU010000001.1	GCA_003642525.1	redundant
AAAOXK010000011.1	GCA_003642525.1	redundant
AABFZV010000018.1	GCA_003642525.1	redundant
AAQOWU010000001.1	GCA_003642525.1	redundant
AAATRA010000025.1	GCA_003642525.1	redundant
JABYRV010000015.1	GCA_003642525.1	redundant
DAAKNU010000001.1	GCA_003642525.1	redundant
AAAVJS010000003.1	GCA_003642525.1	redundant
AABAJY010000055.1	GCA_003642525.1	redundant
NZ_JAFDMP010000010.1	GCA_003642525.1	redundant
ABKBBI010000001.1	GCA_003642525.1	redundant
ABLXGS010000006.1	GCA_003642525.1	redundant
AAAOVC010000002.1	GCA_003642525.1	redundant
ABCFIH010000002.1	GCA_003642525.1	redundant
NZ_RYFS01000001.1	GCA_003642525.1	redundant
ABEKHD010000002.1	GCA_003642525.1	redundant
DAHGXY010000001.1	GCA_003642525.1	redundant
AAAWAT010000009.1	GCA_003642525.1	redundant
AABBMJ010000025.1	GCA_003642525.1	redundant
NZ_AVQP01000005.1	GCA_003642525.1	redundant
ABJUWB010000001.1	GCA_003642525.1	redundant
AABBMG010000074.1	GCA_003642525.1	redundant
ABHGOL010000001.1	GCA_003642525.1	redundant
NZ_CYWW02000006.1	GCA_003642525.1	redundant
AAAZDJ010000012.1	GCA_003642525.1	redundant
ABDXXL010000024.1	GCA_003642525.1	redundant
AAAITL010000021.1	GCA_003642525.1	redundant
ABCFGV010000001.1	GCA_003642525.1	redundant
ABFTGZ010000033.1	GCA_003642525.1	redundant
ABNITH010000001.1	GCA_003642525.1	redundant
JAEPAQ010000001.1	GCA_003642525.1	redundant
NZ_CYUT01000003.1	GCA_003642525.1	redundant
DAEVFM010000002.1	GCA_003642525.1	redundant
AANDKT010000003.1	GCA_003642525.1	redundant
ABICQQ010000001.1	GCA_003642525.1	redundant
JAEOYZ010000001.1	GCA_003642525.1	redundant
AAJENV010000001.1	GCA_003642525.1	redundant
DAPDNR010000055.1	GCA_003642525.1	redundant
ABBDXS010000002.1	GCA_003642525.1	redundant
AABAYK010000023.1	GCA_003642525.1	redundant
AANDID010000042.1	GCA_003642525.1	redundant
AAAJNW010000024.1	GCA_003642525.1	redundant
AAQPGT010000001.1	GCA_003642525.1	redundant
AAVWGF010000029.1	GCA_003642525.1	redundant
AAAZAG010000017.1	GCA_003642525.1	redundant
AAAXFS010000052.1	GCA_003642525.1	redundant
NZ_MKOY01000023.1	GCA_003642525.1	redundant
DAAEZW010000022.1	GCA_003642525.1	redundant
AAQOKT010000001.1	GCA_003642525.1	redundant
AANEEP010000047.1	GCA_003642525.1	redundant
AAAUCD010000014.1	GCA_003642525.1	redundant
AAAVTA010000001.1	GCA_003642525.1	redundant
AAAUZE010000012.1	GCA_003642525.1	redundant
AAAOFB010000018.1	GCA_003642525.1	redundant
ABLTGJ010000005.1	GCA_003642525.1	redundant
AABFAE010000014.1	GCA_003642525.1	redundant
AAATHI010000029.1	GCA_003642525.1	redundant
DAAKXZ010000026.1	GCA_003642525.1	redundant
NZ_QXLC01000001.1	GCA_003642525.1	redundant
AAXIJF010000077.1	GCA_003642525.1	redundant
AABGNY010000039.1	GCA_003642525.1	redundant
ABLJHS010000001.1	GCA_003642525.1	redundant
DAAKWX010000022.1	GCA_003642525.1	redundant
AAZATY010000037.1	GCA_003642525.1	redundant
DAAJYU010000037.1	GCA_003642525.1	redundant
NZ_MTDQ01000004.1	GCA_003642525.1	redundant
AABGNQ010000027.1	GCA_003642525.1	redundant
AAAYYY010000014.1	GCA_003642525.1	redundant
DAKKNS010000072.1	GCA_003642525.1	redundant
ABHSHK010000001.1	GCA_003642525.1	redundant
AANCMY010000007.1	GCA_003642525.1	redundant
NZ_JACOEQ010000001.1	GCA_003642525.1	redundant
ABCFHL010000001.1	GCA_003642525.1	redundant
DAAKXE010000001.1	GCA_003642525.1	redundant
NZ_QYGX01000001.1	GCA_003642525.1	redundant
DAAJXF010000001.1	GCA_003642525.1	redundant
AAAYVK010000042.1	GCA_003642525.1	redundant
ABCATO010000001.1	GCA_003642525.1	redundant
AAQQOV010000002.1	GCA_003642525.1	redundant
ABCFCZ010000001.1	GCA_003642525.1	redundant
DAAAGU010000018.1	GCA_003642525.1	redundant
AAATUN010000001.1	GCA_003642525.1	redundant
AAAYZF010000002.1	GCA_003642525.1	redundant
ABHMCY010000001.1	GCA_003642525.1	redundant
AAAUQX010000002.1	GCA_003642525.1	redundant
NZ_MDQA01000015.1	GCA_003642525.1	redundant
AAAWCW010000026.1	GCA_003642525.1	redundant
AABBRM010000002.1	GCA_003642525.1	redundant
AABAKM010000041.1	GCA_003642525.1	redundant
AACKCJ010000001.1	GCA_003642525.1	redundant
DAAIQA010000013.1	GCA_003642525.1	redundant
AAQPMG010000001.1	GCA_003642525.1	redundant
ABCFAQ010000001.1	GCA_003642525.1	redundant
AAALYK010000001.1	GCA_003642525.1	redundant
AAFMCK010000003.1	GCA_003642525.1	redundant
AAAUQU010000025.1	GCA_003642525.1	redundant
AAATQC010000020.1	GCA_003642525.1	redundant
AAALKY010000012.1	GCA_003642525.1	redundant
ABIKCP010000002.1	GCA_003642525.1	redundant
AABAJU010000047.1	GCA_003642525.1	redundant
ABCIWY010000001.1	GCA_003642525.1	redundant
DAAJRG010000018.1	GCA_003642525.1	redundant
NZ_QABI01000001.1	GCA_003642525.1	redundant
AAAOSA010000027.1	GCA_003642525.1	redundant
DAAFGK010000009.1	GCA_003642525.1	redundant
AAQORN010000023.1	GCA_003642525.1	redundant
AAQRXF010000003.1	GCA_003642525.1	redundant
ABBUZS010000001.1	GCA_003642525.1	redundant
AAFFKJ010000001.1	GCA_003642525.1	redundant
NZ_JAGSDD010000001.1	GCA_003642525.1	redundant
AAQPLB010000001.1	GCA_003642525.1	redundant
AABEHF010000020.1	GCA_003642525.1	redundant
NZ_CYVO01000002.1	GCA_003642525.1	redundant
JAEPAZ010000001.1	GCA_003642525.1	redundant
AACJPI010000018.1	GCA_003642525.1	redundant
ABAKAH010000001.1	GCA_003642525.1	redundant
ABCFFZ010000021.1	GCA_003642525.1	redundant
NZ_LNSQ01000002.1	GCA_003642525.1	redundant
AABEHL010000007.1	GCA_003642525.1	redundant
ABCEVS010000001.1	GCA_003642525.1	redundant
DAPDNT010000002.1	GCA_003642525.1	redundant
AAAKHI010000001.1	GCA_003642525.1	redundant
ABGUZT010000043.1	GCA_003642525.1	redundant
AAAWSB010000001.1	GCA_003642525.1	redundant
AAAWOB010000013.1	GCA_003642525.1	redundant
AAAVVC010000001.1	GCA_003642525.1	redundant
ABCRMA010000001.1	GCA_003642525.1	redundant
ABCFPF010000001.1	GCA_003642525.1	redundant
ABGRPB010000014.1	GCA_003642525.1	redundant
AANEEW010000034.1	GCA_003642525.1	redundant
AAQQQS010000014.1	GCA_003642525.1	redundant
NZ_MKMX01000021.1	GCA_003642525.1	redundant
AAQOLP010000001.1	GCA_003642525.1	redundant
ABGCFG010000011.1	GCA_003642525.1	redundant
ABHVYU010000001.1	GCA_003642525.1	redundant
DAAKYB010000006.1	GCA_003642525.1	redundant
DAKLUY010000080.1	GCA_003642525.1	redundant
ABFBHA010000001.1	GCA_003642525.1	redundant
NZ_MTFD01000009.1	GCA_003642525.1	redundant
AAEACC010000057.1	GCA_003642525.1	redundant
AAAKEC010000016.1	GCA_003642525.1	redundant
AABCBY010000048.1	GCA_003642525.1	redundant
VWSK01000025.1	GCA_003642525.1	redundant
AABEYT010000014.1	GCA_003642525.1	redundant
AAZASX010000001.1	GCA_003642525.1	redundant
AABARD010000003.1	GCA_003642525.1	redundant
AAQPPG010000001.1	GCA_003642525.1	redundant
AABGJR010000003.1	GCA_003642525.1	redundant
ABCFBC010000001.1	GCA_003642525.1	redundant
DAAJXE010000061.1	GCA_003642525.1	redundant
AAAVOU010000002.1	GCA_003642525.1	redundant
ABCXJD010000001.1	GCA_003642525.1	redundant
NZ_QYGH01000001.1	GCA_003642525.1	redundant
AAIAAM010000014.1	GCA_003642525.1	redundant
AAQPOO010000020.1	GCA_003642525.1	redundant
AAPEWN010000001.1	GCA_003642525.1	redundant
DAAAHB010000065.1	GCA_003642525.1	redundant
AAQQOB010000004.1	GCA_003642525.1	redundant
JAFLAV010000019.1	GCA_003642525.1	redundant
AAAQTD010000002.1	GCA_003642525.1	redundant
AABBWU010000026.1	GCA_003642525.1	redundant
ABDRUF010000015.1	GCA_003642525.1	redundant
AAXWPH010000001.1	GCA_003642525.1	redundant
AAAUPR010000001.1	GCA_003642525.1	redundant
ABCJWL010000001.1	GCA_003642525.1	redundant
NZ_JAFDNB010000020.1	GCA_003642525.1	redundant
ABCFAK010000001.1	GCA_003642525.1	redundant
AAALXT010000016.1	GCA_003642525.1	redundant
AANDQE010000008.1	GCA_003642525.1	redundant
AABAJV010000059.1	GCA_003642525.1	redundant
ABCIXD010000031.1	GCA_003642525.1	redundant
AABFUM010000003.1	GCA_003642525.1	redundant
DAAHKL010000001.1	GCA_003642525.1	redundant
AAQOWL010000010.1	GCA_003642525.1	redundant
AAAJSJ010000003.1	GCA_003642525.1	redundant
REPP01000017.1	GCA_003642525.1	redundant
RESU01000002.1	GCA_003642525.1	redundant
AABFPO010000001.1	GCA_003642525.1	redundant
REYJ01000079.1	GCA_003642525.1	redundant
RETO01000001.1	GCA_003642525.1	redundant
REUS01000001.1	GCA_003642525.1	redundant
SATC01000006.1	GCA_003642525.1	redundant
RUCK01000001.1	GCA_003642525.1	redundant
AAAIAW010000001.1	GCA_003642525.1	redundant
RLZD01000032.1	GCA_003642525.1	redundant
RLVL01000022.1	GCA_003642525.1	redundant
ABFWVI010000001.1	GCA_003642525.1	redundant
QZPS01000045.1	GCA_003642525.1	redundant
QZQP01000027.1	GCA_003642525.1	redundant
AAAPPI010000005.1	GCA_003642525.1	redundant
REOG01000002.1	GCA_003642525.1	redundant
AAAKYT010000001.1	GCA_003642525.1	redundant
REOK01000004.1	GCA_003642525.1	redundant
QZQO01000043.1	GCA_003642525.1	redundant
RELK01000001.1	GCA_003642525.1	redundant
AAAKCU010000001.1	GCA_003642525.1	redundant
RENG01000005.1	GCA_003680555.1	dereplication_representative
REPD01000041.1	GCA_003681315.1	dereplication_representative
RSNC01000003.1	GCA_003871855.1	dereplication_representative
ABMRVO010000009.1	GCA_003871855.1	readded_by_cluster_content
AAAQLO010000004.1	GCA_003871855.1	readded_by_cluster_content
DABXYZ010000025.1	GCA_003871855.1	readded_by_cluster_content
AABERP010000021.1	GCA_003871855.1	readded_by_outlier_score
DASDRN010000069.1	GCA_003871855.1	redundant
AABAGB010000001.1	GCA_003871855.1	redundant
AAAPRJ010000003.1	GCA_003871855.1	redundant
DASDQK010000124.1	GCA_003871855.1	redundant
AAQQMH010000001.1	GCA_003871855.1	redundant
AAAIZI010000001.1	GCA_003871855.1	redundant
QEXE01000062.1	GCA_003871855.1	redundant
ABAWLM010000001.1	GCA_003871855.1	redundant
AAVYDI010000001.1	GCA_003871855.1	redundant
AATTPB010000001.1	GCA_003871855.1	redundant
NZ_QELU01000004.1	GCA_003871855.1	redundant
AAXQGK010000001.1	GCA_003871855.1	redundant
DABZGB010000016.1	GCA_003871855.1	redundant
AABFMI010000002.1	GCA_003871855.1	redundant
AAAIUH010000009.1	GCA_003871855.1	redundant
JARNBM010000001.1	GCA_003871855.1	redundant
AATRPU010000001.1	GCA_003871855.1	redundant
AABFJC010000001.1	GCA_003871855.1	redundant
AABCHM010000031.1	GCA_003871855.1	redundant
JARNFR010000001.1	GCA_003871855.1	redundant
AABCHF010000011.1	GCA_003871855.1	redundant
