representative	cluster_size
NZ_FUWV01000001.1:262188-279389	1
NZ_FUYD01000002.1:159119-176057	1
NZ_FUYH01000004.1:1-17268	1
NZ_FUZT01000005.1:256103-273639	1
NZ_FWXH01000003.1:156024-172882	1
NZ_FWXW01000010.1:1030-15995	1
NZ_FYAM01000024.1:173275-190601	1
NZ_FYDE01000005.1:1916900-1931615	1
NZ_FZOJ01000008.1:54838-72445	1
NZ_HF952018.1:1183859-1201543	1
NZ_HG529490.1:551686-574230	1
NZ_HG917868.1:2202497-2219792	1
NZ_JAABNO010000002.1:324524-341327	1
NZ_JAAEEH010000017.1:13012-29380	1
NZ_JAAMNG020000001.1:2106783-2123661	1
NZ_JAAMNH020000001.1:3032593-3049519	1
NZ_JAAMNI020000001.1:3181023-3197951	1
NZ_JABBNI010000001.1:107639-124768	1
NZ_JABSWD010000001.1:3055865-3072972	1
NZ_JACGAG010000005.1:47397-64273	1
NZ_JACHEN010000004.1:66404-83943	1
NZ_JACHFW010000009.1:123875-140783	1
NZ_JACOEA010000001.1:375999-392212	1
NZ_JACOPP010000002.1:145541-161233	1
NZ_JACOPQ010000002.1:38200-59227	1
NZ_JACRSQ010000005.1:5859-19781	1
NZ_JACRSY010000008.1:47364-61011	1
NZ_JACRTD010000001.1:376596-391304	1
NZ_JACRTJ010000005.1:123371-138176	1
NZ_JACSNR010000007.1:5409-20196	1
NZ_JACTOJ010000010.1:172458-186097	1
NZ_JADCKB010000015.1:8368-23085	1
NZ_JADKNH010000006.1:229916-243987	1
NZ_JADKZI010000002.1:448445-468563	1
NZ_JADNAX010000004.1:38128-53999	1
NZ_JADNIV010000001.1:294120-309021	1
NZ_JADNOJ010000005.1:100647-123296	1
NZ_JADNRK010000002.1:189573-205903	1
NZ_JADYTU010000007.1:59823-74927	1
NZ_JADYUM010000003.1:50199-65282	1
NZ_JAEACT010000002.1:1170303-1187777	1
NZ_JAESWA010000017.1:353692-370547	2
NZ_JAESWC010000002.1:389125-406012	1
NZ_JAFBDB010000002.1:594421-612004	1
NZ_JAFBDT010000006.1:72753-89673	1
NZ_JAGE01000001.1:3476939-3494673	1
NZ_JAGGLL010000001.1:244803-261912	1
NZ_JAGGLM010000005.1:62277-79140	1
NZ_JAHBCL010000024.1:38636-55752	1
NZ_JAHHUY010000004.1:50479-67338	2
NZ_JAHLEB010000009.1:40301-57206	1
NZ_JAHLEF010000008.1:129908-146822	1
NZ_JAHLOD010000004.1:47006-63958	1
NZ_JAHLPP010000001.1:933278-948744	1
NZ_JAHLPY010000001.1:307359-325745	1
NZ_JAHLQF010000003.1:580649-597647	1
NZ_JAIRAZ010000035.1:575-17485	1
NZ_JAIZZK010000001.1:397724-414734	1
NZ_JAIZZN010000004.1:46349-63309	1
NZ_JAJEPU010000020.1:21468-36221	1
NZ_JAJJPB010000020.1:32136-49115	1
NZ_JAJNKE010000001.1:244387-261776	1
NZ_JAJNOR010000002.1:148101-162808	2
NZ_JAJUXF010000001.1:851673-866147	1
NZ_JAKNJB010000022.1:28772-43756	1
NZ_JAKNTP010000001.1:471261-487163	1
NZ_JALNQL010000002.1:455179-471992	1
NZ_JAMOFV010000006.1:2224296-2241204	1
NZ_JAMSKT010000006.1:88111-104976	1
NZ_JAMYJV010000003.1:511503-525316	1
NZ_JANKAH010000011.1:41759-58845	1
NZ_JAODOO010000009.1:10841-28008	1
NZ_JAOQJG010000008.1:1406-18171	1
NZ_JAOQJH010000006.1:94499-109312	1
NZ_JAPCKJ010000001.1:938546-955043	1
NZ_JAPPRQ010000011.1:87185-104003	1
NZ_JAPQER010000002.1:69677-86524	1
NZ_JAPQES010000002.1:167809-184713	1
NZ_JAPQFJ010000007.1:9207-26085	1
NZ_JARYZI010000001.1:641386-658452	1
NZ_JASGBQ010000003.1:136096-150805	1
NZ_JASKYN010000007.1:16045-40390	1
NZ_JAUDDJ010000002.1:270-15063	1
NZ_JAULJF010000005.1:3514-20836	1
NZ_JAUONW010000040.1:91325-107794	1
NZ_JAUSTO010000001.1:39280-54201	1
NZ_JAUSWN010000010.1:79128-96045	1
NZ_JAVDDS010000034.1:19118-33632	1
NZ_JAVKGO010000001.1:175890-193521	1
NZ_JAYWSY010000001.1:1110075-1126948	1
NZ_JBBEWN010000003.1:33916-47629	1
NZ_JBBHLB010000001.1:323751-343646	1
NZ_JBBMFJ010000036.1:16039-30728	1
NZ_JBBMFK010000012.1:51093-65928	1
NZ_JBBMMD010000047.1:12164-29993	1
NZ_JBCITM010000002.1:3556-20564	2
NZ_JBCLMT010000008.1:79341-94468	1
NZ_JBFDTP010000002.1:322401-337131	1
NZ_JBGEWD010000007.1:106305-123377	1
NZ_JBHEVB010000002.1:3990-18786	1
NZ_JBJHZY010000001.1:1487113-1504028	1
NZ_JBJHZZ010000006.1:56204-73106	1
NZ_JBJIAA010000012.1:88382-105556	1
NZ_JENO01000007.1:45374-62215	1
NZ_JH556651.1:116017-130484	1
NZ_JH590863.1:524466-539352	1
NZ_JHVC01000018.1:1-15697	1
NZ_JHYD01000009.1:178433-196372	1
NZ_JHYF01000001.1:53893-71471	1
NZ_JJMM01000005.1:101596-118442	1
NZ_JOOI01000001.1:349271-366608	2
NZ_JPMD01000035.1:74335-91173	2
NZ_JQMW01000009.1:1087501-1102146	1
NZ_KB911066.1:113835-128746	1
NZ_KK366004.1:556293-573429	1
NZ_KK366008.1:166196-183008	1
NZ_LAYJ01000101.1:69274-91076	1
NZ_LFVU01000027.1:11189-29634	1
NZ_LGTC01000001.1:788877-807891	1
NZ_LHUR01000011.1:212545-229381	1
NZ_LITT01000004.1:102564-119493	4
NZ_LKET01000028.1:134088-150969	1
NZ_LKHP01000003.1:225763-242237	1
NZ_LN875035.1:3183052-3196702	1
NZ_LN876587.1:883085-900588	1
NZ_LN879468.1:1051127-1067808	1
NZ_LOEE01000019.1:5128-32962	1
NZ_LOHE01000068.1:78311-99359	1
NZ_LR026983.1:81905-104548	1
NZ_LR130778.1:3069665-3086344	1
NZ_LR130785.1:1542702-1560023	2
NZ_LR131147.1:28945-49374	1
NZ_LR590481.1:1922708-1939626	1
NZ_LR699010.1:1916565-1932585	1
NZ_LRVM01000006.1:140605-157022	1
NZ_LT629850.1:146086-164770	1
NZ_LT629945.1:2218999-2233866	1
NZ_LT732526.1:2840968-2855720	1
NZ_LT906662.1:62392-79775	1
NZ_LT962687.1:1485995-1501056	1
NZ_LT963430.1:1894529-1912258	1
NZ_LTBA01000001.1:387462-404332	1
NZ_LTBB01000001.1:38309-55138	1
NZ_LWAE01000001.1:827539-844731	1
NZ_LXFF01000014.1:12687-29127	1
NZ_LZFO01000032.1:7223-24052	1
NZ_MJIF01000001.1:847509-866039	1
NZ_MJIG01000003.1:265073-281885	1
NZ_MZGV01000008.1:57285-74336	1
NZ_MZGX01000020.1:5349-23459	1
NZ_NEMB01000003.1:2995213-3009653	1
NZ_NFGZ01000003.1:182253-200884	1
NZ_NFIR01000007.1:1-13839	1
NZ_NFLT01000005.1:84842-98387	1
NZ_NFLU01000008.1:18861-42995	1
NZ_NFLV01000003.1:182260-198346	1
NZ_NFMA01000005.1:37490-52389	1
NZ_NFMB01000007.1:229145-249427	1
NZ_NIBG01000001.1:36833-58998	1
NZ_NIQC01000018.1:29583-45402	1
NZ_NOJY02000003.1:49947-68695	1
NZ_NPML01000007.1:271849-294721	1
NZ_OAOD01000003.1:55143-72674	1
NZ_OAOF01000003.1:396680-411404	1
NZ_OAOH01000001.1:448437-469182	1
NZ_OEQH01000003.1:377811-392853	1
NZ_OW235315.1:868458-886380	1
NZ_OZ223661.1:960803-981068	1
NZ_PEDL01000002.1:126692-140469	1
NZ_PETE01000002.1:3916231-3933539	1
NZ_PKUU01000024.1:73223-87920	1
NZ_PQDH01000001.1:218422-236090	1
NZ_PTJA01000001.1:679800-694568	3
NZ_PYLO01000004.1:238048-252787	1
NZ_QKMR01000014.1:14947-33092	1
NZ_QPJT01000016.1:43305-61489	1
NZ_QSCM01000004.1:147538-171007	1
NZ_QUEH01000004.1:31282-45970	1
NZ_QUFI01000007.1:112309-126997	1
NZ_QUIK01000001.1:106368-121056	1
NZ_QVME01000001.1:322244-337055	1
NZ_QWEK01000015.1:65644-80922	1
NZ_QWGJ01000001.1:159526-174504	1
NZ_RJVG01000011.1:1339-22527	1
NZ_RLII01000004.1:94124-108584	1
NZ_RXHQ01000004.1:110366-127370	1
NZ_RXYD01000001.1:279141-298238	1
NZ_RYYS01000042.1:1-16755	1
NZ_SDOZ01000003.1:229085-247035	1
NZ_SGXF01000001.1:1022093-1038963	1
NZ_SLWV01000001.1:69936-87410	1
NZ_SMAL01000001.1:64686-81900	1
NZ_SOAZ01000034.1:1-12442	1
NZ_SUMG01000014.1:4602-21102	1
NZ_UAVV01000002.1:568263-585087	1
NZ_UFWZ01000001.1:1892408-1909322	2
NZ_UYZY01000004.1:495079-509846	1
NZ_UYZZ01000002.1:273797-290916	1
NZ_VFMF01000001.1:356555-371367	1
NZ_VTPS01000001.1:187334-203746	1
NZ_VULX01000001.1:531-17427	1
NZ_VUMO01000001.1:182883-197110	1
NZ_VUMT01000028.1:1-25361	1
NZ_WHNX01000002.1:199663-218214	1
NZ_WJBB01000011.1:78652-92827	2
NZ_WJBE01000008.1:82059-96357	1
NZ_WSLF01000005.1:47914-67411	1
