representative	cluster_size
GCF_003208175.1	1
GCF_003254825.1	1
GCF_003337415.1	1
GCF_003435225.1	1
GCF_003435515.1	1
GCF_003463065.1	1
GCF_003477935.1	1
GCF_003478505.1	1
GCF_003478995.1	1
GCF_003480105.1	1
GCF_003600355.1	1
GCF_003718715.1	1
GCF_003722315.1	1
GCF_003752155.1	1
GCF_003862485.1	1
GCF_004006395.2	1
GCF_004015185.1	1
GCF_004102745.1	1
GCF_004103695.1	1
GCF_004134775.1	1
GCF_004138105.1	1
GCF_004138215.1	1
GCF_004216775.1	1
GCF_004342165.1	1
GCF_004345705.1	1
GCF_004364155.1	1
GCF_004803955.2	1
GCF_005473905.2	1
GCF_005886215.1	1
GCF_006016075.1	1
GCF_006351925.1	1
GCF_006714885.1	1
GCF_008086585.1	1
GCF_008086595.1	1
GCF_008152325.1	1
GCF_008274215.1	1
GCF_008807835.1	1
GCF_009362815.1	1
GCF_009696045.1	1
GCF_009696145.1	1
GCF_009696465.1	1
GCF_009765695.1	1
GCF_009910325.1	1
GCF_009911265.1	1
GCF_009928445.1	1
GCF_009935845.1	1
GCF_010179735.1	1
GCF_010692705.1	1
GCF_011065905.2	1
GCF_011065935.2	1
GCF_011065955.2	1
GCF_012926525.1	1
GCF_013036995.1	1
GCF_013294265.1	1
GCF_013781885.1	1
GCF_014050525.1	1
GCF_014193895.1	1
GCF_014202115.1	1
GCF_014205875.1	1
GCF_014218335.1	1
GCF_014281125.1	1
GCF_014284395.1	1
GCF_014284475.1	1
GCF_014284495.1	1
GCF_014287675.1	1
GCF_014287895.1	1
GCF_014303955.1	1
GCF_014337195.1	1
GCF_014384895.1	1
GCF_014384995.1	1
GCF_014385085.1	1
GCF_014385265.1	1
GCF_014467015.1	1
GCF_014467055.1	1
GCF_014982785.1	1
GCF_015351765.1	1
GCF_015352425.1	1
GCF_015550495.1	1
GCF_015554605.1	1
GCF_015554745.1	1
GCF_015557495.1	1
GCF_015594845.1	1
GCF_016071375.1	1
GCF_016591975.1	1
GCF_016595795.1	1
GCF_016765585.1	1
GCF_016765615.1	1
GCF_016901815.1	1
GCF_016906045.1	1
GCF_016908015.1	1
GCF_016908355.1	1
GCF_017100085.1	1
GCF_017312485.1	1
GCF_017357865.1	1
GCF_017811815.1	1
GCF_017874415.1	1
GCF_017874425.1	1
GCF_017874545.1	1
GCF_018141405.1	1
GCF_018141425.1	1
GCF_018141445.1	1
GCF_018332455.1	1
GCF_018390735.1	1
GCF_018861735.1	1
GCF_018861755.1	1
GCF_018861795.1	1
GCF_018861865.1	1
GCF_018861905.1	1
GCF_018917145.1	1
GCF_018917965.1	1
GCF_018918155.1	1
GCF_018918285.1	1
GCF_019056555.1	1
GCF_019144085.1	1
GCF_019203185.1	1
GCF_020176155.1	1
GCF_020443565.1	1
GCF_020443575.1	1
GCF_020443705.1	1
GCF_020686985.1	1
GCF_020736365.1	1
GCF_020908015.1	1
GCF_020911725.1	1
GCF_021043395.1	1
GCF_021044755.1	1
GCF_021432385.1	1
GCF_021531375.1	1
GCF_021531815.1	1
GCF_022132365.1	1
GCF_022440865.1	1
GCF_022539405.1	1
GCF_022834975.1	1
GCF_023161605.1	1
GCF_023653455.2	1
GCF_023656515.1	1
GCF_023806125.1	1
GCF_024135845.1	1
GCF_024341925.1	1
GCF_024345225.1	1
GCF_024622825.1	1
GCF_024723825.1	1
GCF_025146005.1	1
GCF_025398335.1	1
GCF_025567095.1	1
GCF_025567365.1	1
GCF_026012015.1	1
GCF_026155355.1	1
GCF_026410065.1	1
GCF_026650925.1	1
GCF_026650965.1	1
GCF_026651005.1	1
GCF_026719745.1	1
GCF_026735135.1	1
GCF_026735165.1	1
GCF_026738875.1	1
GCF_027696135.1	1
GCF_027853495.1	1
GCF_028728205.1	1
GCF_028895185.1	1
GCF_029318685.1	1
GCF_029542625.1	1
GCF_029914245.1	1
GCF_030013905.1	1
GCF_030053595.1	1
GCF_030131965.1	1
GCF_030166575.1	1
GCF_030263895.1	1
GCF_030372275.1	1
GCF_030534315.2	1
GCF_030546345.1	1
GCF_030585465.1	1
GCF_030585505.1	1
GCF_030644385.1	1
GCF_030812885.1	1
GCF_030815255.1	1
GCF_030848475.1	1
GCF_030913655.1	1
GCF_031202285.1	1
GCF_031432315.1	1
GCF_032335695.1	1
GCF_033097505.1	1
GCF_033561535.1	1
GCF_034439435.1	1
GCF_035905475.1	1
GCF_036670035.1	1
GCF_036763025.1	1
GCF_036812735.1	1
GCF_036941135.1	1
GCF_037057455.1	1
GCF_037572415.1	1
GCF_037844525.1	1
GCF_038396635.1	1
GCF_038739695.1	1
GCF_039414295.1	1
GCF_039503245.1	1
GCF_039521365.1	1
GCF_039521425.1	1
GCF_039521565.1	1
GCF_039545435.1	1
GCF_039789045.1	1
GCF_040088595.1	1
GCF_040096055.1	1
GCF_040096075.1	1
GCF_040096205.1	1
GCF_040267475.1	1
GCF_040267685.1	1
GCF_040515995.1	1
GCF_040719375.1	1
GCF_041205085.1	1
GCF_041861885.3	1
GCF_041925195.1	1
GCF_041925235.1	1
GCF_042845895.1	1
GCF_042846325.1	1
GCF_042847945.1	1
GCF_042848345.1	1
GCF_042848755.1	1
GCF_044502415.1	1
GCF_045038935.1	1
GCF_045310525.1	1
GCF_045310675.1	1
GCF_045310695.1	1
GCF_045865195.1	1
GCF_046523925.1	1
GCF_046529625.1	1
GCF_046603775.1	1
GCF_047150065.1	1
GCF_047456265.2	1
GCF_048568315.1	1
GCF_048627165.1	1
GCF_049200475.1	1
GCF_900002825.1	1
GCF_900078395.1	1
GCF_900095445.1	1
GCF_900095725.1	1
GCF_900100845.1	1
GCF_900103835.1	1
GCF_900104675.1	1
GCF_900106845.1	1
GCF_900107485.1	1
GCF_900108045.1	1
GCF_900110045.1	1
GCF_900111595.1	1
GCF_900111615.1	1
GCF_900111985.1	1
GCF_900112775.1	1
GCF_900113635.1	1
GCF_900128885.1	1
GCF_900129075.1	1
GCF_900129965.1	1
GCF_900130005.1	1
GCF_900141845.1	1
GCF_900142075.1	1
GCF_900142145.1	1
GCF_900142225.1	1
GCF_900142245.1	1
GCF_900142275.1	1
GCF_900142955.1	1
GCF_900155545.1	1
GCF_900167305.1	1
GCF_900167445.1	1
GCF_900167505.1	1
GCF_900167605.1	1
GCF_900169665.1	1
GCF_900176305.1	1
GCF_900176335.1	1
GCF_900182905.1	1
GCF_900185645.1	1
GCF_900186535.1	1
GCF_900188145.1	1
GCF_900199405.1	1
GCF_900199635.1	1
GCF_900205865.1	1
GCF_900205925.1	1
GCF_900205945.1	1
GCF_900205965.1	1
GCF_900240385.1	1
GCF_900447155.1	1
GCF_900461065.1	1
GCF_900461105.1	1
GCF_900538275.1	1
GCF_900562175.1	1
GCF_900604345.1	1
GCF_900626075.1	1
GCF_900626095.1	1
GCF_900626135.1	1
GCF_900626285.1	1
GCF_900683775.1	1
GCF_901482605.1	1
GCF_902143515.1	1
GCF_902374755.1	1
GCF_902375375.1	1
GCF_902376185.1	1
GCF_902377545.1	1
GCF_902386815.1	1
GCF_902386895.1	1
GCF_902386975.1	1
GCF_902387945.1	1
GCF_934924865.1	1
GCF_943192995.1	1
GCF_943193115.1	1
GCF_943736985.1	1
GCF_947381515.1	1
GCF_947568225.1	1
GCF_964238185.1	1
GCF_964246085.1	1
GCF_964259345.1	1
GCF_965140945.1	1
