representative	cluster_size
GCF_003435515.1_ASM343551v1_genomic.fna.gz	1
GCF_003463065.1_ASM346306v1_genomic.fna.gz	1
GCF_003477935.1_ASM347793v1_genomic.fna.gz	2
GCF_003478505.1_ASM347850v1_genomic.fna.gz	1
GCF_003600355.1_ASM360035v1_genomic.fna.gz	1
GCF_003718715.1_ASM371871v1_genomic.fna.gz	1
GCF_003722315.1_ASM372231v1_genomic.fna.gz	3
GCF_003752155.1_ASM375215v1_genomic.fna.gz	1
GCF_004015185.1_ASM401518v1_genomic.fna.gz	1
GCF_004102745.1_ASM410274v1_genomic.fna.gz	1
GCF_004103695.1_ASM410369v1_genomic.fna.gz	1
GCF_004134775.1_ASM413477v1_genomic.fna.gz	1
GCF_004138105.1_ASM413810v1_genomic.fna.gz	1
GCF_004138215.1_ASM413821v1_genomic.fna.gz	1
GCF_004216775.1_ASM421677v1_genomic.fna.gz	1
GCF_004342165.1_ASM434216v1_genomic.fna.gz	1
GCF_004345705.1_ASM434570v1_genomic.fna.gz	1
GCF_004364155.1_ASM436415v1_genomic.fna.gz	1
GCF_004803955.2_ASM480395v2_genomic.fna.gz	1
GCF_005473905.2_ASM547390v2_genomic.fna.gz	1
GCF_005886215.1_ASM588621v1_genomic.fna.gz	1
GCF_006016075.1_ASM601607v1_genomic.fna.gz	1
GCF_006351925.1_ASM635192v1_genomic.fna.gz	1
GCF_006714885.1_ASM671488v1_genomic.fna.gz	1
GCF_008086585.1_ASM808658v1_genomic.fna.gz	1
GCF_008086595.1_ASM808659v1_genomic.fna.gz	2
GCF_008152325.1_ASM815232v1_genomic.fna.gz	1
GCF_008274215.1_ASM827421v1_genomic.fna.gz	1
GCF_008807835.1_ASM880783v1_genomic.fna.gz	1
GCF_009362815.1_ASM936281v1_genomic.fna.gz	1
GCF_009696045.1_ASM969604v1_genomic.fna.gz	1
GCF_009696145.1_ASM969614v1_genomic.fna.gz	1
GCF_009696465.1_ASM969646v1_genomic.fna.gz	1
GCF_009765695.1_ASM976569v1_genomic.fna.gz	1
GCF_009910325.1_ASM991032v1_genomic.fna.gz	1
GCF_009911265.1_ASM991126v1_genomic.fna.gz	2
GCF_009928445.1_ASM992844v1_genomic.fna.gz	1
GCF_009935845.1_ASM993584v1_genomic.fna.gz	1
GCF_010179735.1_ASM1017973v1_genomic.fna.gz	1
GCF_010692705.1_ASM1069270v1_genomic.fna.gz	1
GCF_011065905.2_ASM1106590v2_genomic.fna.gz	1
GCF_011065935.2_ASM1106593v2_genomic.fna.gz	1
GCF_011065955.2_ASM1106595v2_genomic.fna.gz	1
GCF_012926525.1_ASM1292652v1_genomic.fna.gz	1
GCF_013294265.1_ASM1329426v1_genomic.fna.gz	1
GCF_014050525.1_ASM1405052v1_genomic.fna.gz	1
GCF_014193895.1_ASM1419389v1_genomic.fna.gz	1
GCF_014202115.1_ASM1420211v1_genomic.fna.gz	1
GCF_014205875.1_ASM1420587v1_genomic.fna.gz	1
GCF_014218335.1_ASM1421833v1_genomic.fna.gz	1
GCF_014281125.1_ASM1428112v1_genomic.fna.gz	1
GCF_014284495.1_ASM1428449v1_genomic.fna.gz	1
GCF_014287675.1_ASM1428767v1_genomic.fna.gz	1
GCF_014287895.1_ASM1428789v1_genomic.fna.gz	1
GCF_014303955.1_ASM1430395v1_genomic.fna.gz	1
GCF_014337195.1_ASM1433719v1_genomic.fna.gz	1
GCF_014384895.1_ASM1438489v1_genomic.fna.gz	1
GCF_014384995.1_ASM1438499v1_genomic.fna.gz	1
GCF_014385085.1_ASM1438508v1_genomic.fna.gz	1
GCF_014385265.1_ASM1438526v1_genomic.fna.gz	1
GCF_014467015.1_ASM1446701v1_genomic.fna.gz	1
GCF_014467055.1_ASM1446705v1_genomic.fna.gz	2
GCF_014982785.1_ASM1498278v1_genomic.fna.gz	1
GCF_015352425.1_ASM1535242v1_genomic.fna.gz	1
GCF_015550495.1_ASM1555049v1_genomic.fna.gz	1
GCF_015554605.1_ASM1555460v1_genomic.fna.gz	1
GCF_015557495.1_ASM1555749v1_genomic.fna.gz	1
GCF_015594845.1_ASM1559484v1_genomic.fna.gz	1
GCF_016591975.1_ASM1659197v1_genomic.fna.gz	1
GCF_016595795.1_ASM1659579v1_genomic.fna.gz	1
GCF_016765585.1_ASM1676558v1_genomic.fna.gz	1
GCF_016765615.1_ASM1676561v1_genomic.fna.gz	2
GCF_016901815.1_ASM1690181v1_genomic.fna.gz	1
GCF_016906045.1_ASM1690604v1_genomic.fna.gz	1
GCF_016908355.1_ASM1690835v1_genomic.fna.gz	1
GCF_017100085.1_ASM1710008v1_genomic.fna.gz	3
GCF_017312485.1_ASM1731248v1_genomic.fna.gz	1
GCF_017357865.1_ASM1735786v1_genomic.fna.gz	1
GCF_017811815.1_ASM1781181v1_genomic.fna.gz	1
GCF_017874415.1_ASM1787441v1_genomic.fna.gz	1
GCF_017874425.1_ASM1787442v1_genomic.fna.gz	1
GCF_017874545.1_ASM1787454v1_genomic.fna.gz	3
GCF_018141405.1_ASM1814140v1_genomic.fna.gz	1
GCF_018141425.1_ASM1814142v1_genomic.fna.gz	1
GCF_018141445.1_ASM1814144v1_genomic.fna.gz	1
GCF_018332455.1_ASM1833245v1_genomic.fna.gz	1
GCF_018390735.1_ASM1839073v1_genomic.fna.gz	1
GCF_018861735.1_ASM1886173v1_genomic.fna.gz	1
GCF_018861755.1_ASM1886175v1_genomic.fna.gz	1
GCF_018861865.1_ASM1886186v1_genomic.fna.gz	1
GCF_018917145.1_ASM1891714v1_genomic.fna.gz	1
GCF_018917965.1_ASM1891796v1_genomic.fna.gz	1
GCF_018918155.1_ASM1891815v1_genomic.fna.gz	1
GCF_018918285.1_ASM1891828v1_genomic.fna.gz	1
GCF_019144085.1_ASM1914408v1_genomic.fna.gz	2
GCF_019203185.1_ASM1920318v1_genomic.fna.gz	1
GCF_020176155.1_ASM2017615v1_genomic.fna.gz	1
GCF_020443565.1_ASM2044356v1_genomic.fna.gz	1
GCF_020443705.1_ASM2044370v1_genomic.fna.gz	1
GCF_020686985.1_ASM2068698v1_genomic.fna.gz	1
GCF_020736365.1_ASM2073636v1_genomic.fna.gz	1
GCF_020908015.1_ASM2090801v1_genomic.fna.gz	1
GCF_020911725.1_ASM2091172v1_genomic.fna.gz	1
GCF_021043395.1_ASM2104339v1_genomic.fna.gz	1
GCF_021044755.1_ASM2104475v1_genomic.fna.gz	1
GCF_021432385.1_ASM2143238v1_genomic.fna.gz	1
GCF_021531375.1_ASM2153137v1_genomic.fna.gz	1
GCF_021531815.1_ASM2153181v1_genomic.fna.gz	1
GCF_022132365.1_NA_genomic.fna.gz	1
GCF_022440865.1_ASM2244086v1_genomic.fna.gz	1
GCF_022539405.1_ASM2253940v1_genomic.fna.gz	1
GCF_022834975.1_ASM2283497v1_genomic.fna.gz	1
GCF_023161605.1_ASM2316160v1_genomic.fna.gz	1
GCF_023653455.2_PaeniGhoniBeadS11_Gal1968_092023_genomic.fna.gz	1
GCF_023656515.1_ASM2365651v1_genomic.fna.gz	1
GCF_023806125.1_ASM2380612v1_genomic.fna.gz	1
GCF_024135845.1_ASM2413584v1_genomic.fna.gz	1
GCF_024341925.1_ASM2434192v1_genomic.fna.gz	1
GCF_024345225.1_ASM2434522v1_genomic.fna.gz	1
GCF_024622825.1_ASM2462282v1_genomic.fna.gz	1
GCF_025146005.1_ASM2514600v1_genomic.fna.gz	1
GCF_025398335.1_CX1_genomic.fna.gz	1
GCF_025567095.1_ASM2556709v1_genomic.fna.gz	1
GCF_025567365.1_ASM2556736v1_genomic.fna.gz	1
GCF_026012015.1_ASM2601201v1_genomic.fna.gz	1
GCF_026155355.1_ASM2615535v1_genomic.fna.gz	1
GCF_026410065.1_ASM2641006v1_genomic.fna.gz	1
GCF_026719745.1_ASM2671974v1_genomic.fna.gz	1
GCF_026735135.1_ASM2673513v1_genomic.fna.gz	1
GCF_026735165.1_ASM2673516v1_genomic.fna.gz	1
GCF_026738875.1_ASM2673887v1_genomic.fna.gz	1
GCF_027696135.1_ASM2769613v1_genomic.fna.gz	2
GCF_027853495.1_ASM2785349v1_genomic.fna.gz	3
GCF_028895185.1_ASM2889518v1_genomic.fna.gz	2
GCF_029318685.1_ASM2931868v1_genomic.fna.gz	1
GCF_029542625.1_ASM2954262v1_genomic.fna.gz	1
GCF_029914245.1_ASM2991424v1_genomic.fna.gz	1
GCF_030013905.1_ASM3001390v1_genomic.fna.gz	1
GCF_030053595.1_ASM3005359v1_genomic.fna.gz	1
GCF_030131965.1_ASM3013196v1_genomic.fna.gz	1
GCF_030166575.1_ASM3016657v1_genomic.fna.gz	1
GCF_030263895.1_ASM3026389v1_genomic.fna.gz	1
GCF_030372275.1_ASM3037227v1_genomic.fna.gz	1
GCF_030546345.1_ASM3054634v1_genomic.fna.gz	1
GCF_030585505.1_ASM3058550v1_genomic.fna.gz	8
GCF_030644385.1_ASM3064438v1_genomic.fna.gz	1
GCF_030812885.1_ASM3081288v1_genomic.fna.gz	1
GCF_030815255.1_ASM3081525v1_genomic.fna.gz	1
GCF_030848475.1_ASM3084847v1_genomic.fna.gz	1
GCF_030913655.1_ASM3091365v1_genomic.fna.gz	1
GCF_031432315.1_ASM3143231v1_genomic.fna.gz	1
GCF_032335695.1_ASM3233569v1_genomic.fna.gz	1
GCF_033097505.1_ASM3309750v1_genomic.fna.gz	1
GCF_033561535.1_ASM3356153v1_genomic.fna.gz	2
GCF_034439435.1_ASM3443943v1_genomic.fna.gz	1
GCF_035905475.1_ASM3590547v1_genomic.fna.gz	2
GCF_036763025.1_ASM3676302v1_genomic.fna.gz	2
GCF_036812735.1_TEGL_genomic.fna.gz	3
GCF_036941135.1_ASM3694113v1_genomic.fna.gz	1
GCF_037057455.1_ASM3705745v1_genomic.fna.gz	1
GCF_037572415.1_ASM3757241v1_genomic.fna.gz	1
GCF_037844525.1_ASM3784452v1_genomic.fna.gz	1
GCF_038396635.1_ASM3839663v1_genomic.fna.gz	1
GCF_038739695.1_ASM3873969v1_genomic.fna.gz	1
GCF_039503245.1_ASM3950324v1_genomic.fna.gz	1
GCF_039521365.1_ASM3952136v1_genomic.fna.gz	1
GCF_039521425.1_ASM3952142v1_genomic.fna.gz	1
GCF_039521565.1_ASM3952156v1_genomic.fna.gz	1
GCF_039545435.1_ASM3954543v1_genomic.fna.gz	1
GCF_039789045.1_ASM3978904v1_genomic.fna.gz	1
GCF_040088595.1_ASM4008859v1_genomic.fna.gz	1
GCF_040096055.1_ASM4009605v1_genomic.fna.gz	1
GCF_040096075.1_ASM4009607v1_genomic.fna.gz	1
GCF_040267475.1_UoG_LM19R_1.0_genomic.fna.gz	1
GCF_040267685.1_ASM4026768v1_genomic.fna.gz	1
GCF_040515995.1_Z710-final_genomic.fna.gz	1
GCF_040719375.1_ASM4071937v1_genomic.fna.gz	1
GCF_041205085.1_ASM4120508v1_genomic.fna.gz	1
GCF_041861885.3_ASM4186188v3_genomic.fna.gz	1
GCF_041925195.1_ASM4192519v1_genomic.fna.gz	1
GCF_042845895.1_ASM4284589v1_genomic.fna.gz	1
GCF_042846325.1_ASM4284632v1_genomic.fna.gz	1
GCF_042848755.1_ASM4284875v1_genomic.fna.gz	1
GCF_044502415.1_ASM4450241v1_genomic.fna.gz	1
GCF_045038935.1_ASM4503893v1_genomic.fna.gz	1
GCF_045310525.1_ASM4531052v1_genomic.fna.gz	1
GCF_045310675.1_ASM4531067v1_genomic.fna.gz	1
GCF_045310695.1_ASM4531069v1_genomic.fna.gz	1
GCF_045865195.1_ASM4586519v1_genomic.fna.gz	1
GCF_046523925.1_ASM4652392v1_genomic.fna.gz	1
GCF_046529625.1_ASM4652962v1_genomic.fna.gz	1
GCF_047150065.1_ASM4715006v1_genomic.fna.gz	2
GCF_047456265.2_117879_genomic.fna.gz	1
GCF_049200475.1_IAE_Acetogen_N_genomic.fna.gz	1
GCF_900078395.1_PRJEB13168_genomic.fna.gz	1
GCF_900095445.1_N3C_genomic.fna.gz	1
GCF_900095725.1_I15G10I2_draft_genome_genomic.fna.gz	1
GCF_900100845.1_IMG-taxon_2599185225_annotated_assembly_genomic.fna.gz	1
GCF_900103835.1_IMG-taxon_2667527408_annotated_assembly_genomic.fna.gz	1
GCF_900104675.1_PRJEB16361_genomic.fna.gz	1
GCF_900106845.1_PRJEB14233_genomic.fna.gz	1
GCF_900107485.1_IMG-taxon_2599185206_annotated_assembly_genomic.fna.gz	1
GCF_900108045.1_IMG-taxon_2599185232_annotated_assembly_genomic.fna.gz	1
GCF_900110045.1_IMG-taxon_2667527384_annotated_assembly_genomic.fna.gz	1
GCF_900111595.1_IMG-taxon_2606217760_annotated_assembly_genomic.fna.gz	1
GCF_900111615.1_IMG-taxon_2599185224_annotated_assembly_genomic.fna.gz	1
GCF_900111985.1_IMG-taxon_2634166358_annotated_assembly_genomic.fna.gz	1
GCF_900112775.1_IMG-taxon_2599185221_annotated_assembly_genomic.fna.gz	1
GCF_900113635.1_IMG-taxon_2651870112_annotated_assembly_genomic.fna.gz	1
GCF_900128885.1_IMG-taxon_2582581275_annotated_assembly_genomic.fna.gz	1
GCF_900129075.1_IMG-taxon_2582581265_annotated_assembly_genomic.fna.gz	1
GCF_900129965.1_IMG-taxon_2585428070_annotated_assembly_genomic.fna.gz	1
GCF_900130005.1_IMG-taxon_2585428078_annotated_assembly_genomic.fna.gz	1
GCF_900141845.1_IMG-taxon_2585428089_annotated_assembly_genomic.fna.gz	1
GCF_900142075.1_IMG-taxon_2703719061_annotated_assembly_genomic.fna.gz	1
GCF_900142145.1_IMG-taxon_2585428170_annotated_assembly_genomic.fna.gz	1
GCF_900142225.1_IMG-taxon_2585428174_annotated_assembly_genomic.fna.gz	1
GCF_900142245.1_IMG-taxon_2585428176_annotated_assembly_genomic.fna.gz	1
GCF_900142275.1_IMG-taxon_2585428191_annotated_assembly_genomic.fna.gz	1
GCF_900142955.1_IMG-taxon_2588253509_annotated_assembly_genomic.fna.gz	1
GCF_900155545.1_PRJEB18751_genomic.fna.gz	1
GCF_900167305.1_IMG-taxon_2568526006_annotated_assembly_genomic.fna.gz	1
GCF_900167445.1_IMG-taxon_2524614863_annotated_assembly_genomic.fna.gz	1
GCF_900167505.1_IMG-taxon_2671180031_annotated_assembly_genomic.fna.gz	1
GCF_900167605.1_IMG-taxon_2671180028_annotated_assembly_genomic.fna.gz	1
GCF_900176305.1_IMG-taxon_2585428079_annotated_assembly_genomic.fna.gz	1
GCF_900176335.1_IMG-taxon_2588254267_annotated_assembly_genomic.fna.gz	1
GCF_900182905.1_IMG-taxon_2706794923_annotated_assembly_genomic.fna.gz	2
GCF_900185645.1_BSD9I1_assembly_1_genomic.fna.gz	2
GCF_900186535.1_PRJEB21316_genomic.fna.gz	1
GCF_900188145.1_IMG-taxon_2706794911_annotated_assembly_genomic.fna.gz	1
GCF_900199405.1_PRJEB21864_genomic.fna.gz	1
GCF_900199635.1_PRJEB19460_genomic.fna.gz	1
GCF_900205865.1_IMG-taxon_2595698254_annotated_assembly_genomic.fna.gz	1
GCF_900205925.1_Clostridium_peptidoveorans_DPC7177_genomic.fna.gz	1
GCF_900205945.1_Clostridium_cochlearium_DPC7174_genomic.fna.gz	1
GCF_900205965.1_Clostridium_amygdalinum_DPC7176_genomic.fna.gz	1
GCF_900240385.1_PRJEB23093_genomic.fna.gz	1
GCF_900461065.1_51485_E02_genomic.fna.gz	1
GCF_900461105.1_52654_E01_genomic.fna.gz	1
GCF_900538275.1_PRJNA448822_chromosome_genomic.fna.gz	1
GCF_900626075.1_PRJEB29219_genomic.fna.gz	1
GCF_900626095.1_PRJEB22819_genomic.fna.gz	1
GCF_900626285.1_PRJEB27980_genomic.fna.gz	1
GCF_900683775.1_ASM90068377v1_genomic.fna.gz	2
GCF_901482605.1_45532_E01_genomic.fna.gz	1
GCF_902143515.1_P3545_genomic.fna.gz	1
GCF_902386815.1_UHGG_MGYG-HGUT-02410_genomic.fna.gz	1
GCF_902386895.1_UHGG_MGYG-HGUT-02417_genomic.fna.gz	1
GCF_902386975.1_UHGG_MGYG-HGUT-02420_genomic.fna.gz	1
GCF_902387945.1_UHGG_MGYG-HGUT-02522_genomic.fna.gz	1
GCF_934924865.1_Tepidibacter_sp_8C15b_genomic.fna.gz	1
GCF_943192995.1_Flintibacter_sp_nov_DSM110149_genomic.fna.gz	1
GCF_943193115.1_Lachnospiraceae_gen_nov1_DSM111138_genomic.fna.gz	1
GCF_943736985.1_PRJEB52555_genomic.fna.gz	1
GCF_947381515.1_B063_genomic.fna.gz	1
GCF_947568225.1_B095_genomic.fna.gz	1
GCF_964238185.1_CC00844_genomic.fna.gz	1
GCF_964246085.1_CC00457_genomic.fna.gz	1
GCF_964259345.1_CC00581_genomic.fna.gz	1
GCF_965140945.1_TKVEch2KIv1_genomic.fna.gz	1
