Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900447045.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_902652345.1.fasta.gz	94.58	69.69	72.26	NZ_UAWH01000019.1	NZ_CACRTV010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_005601135.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_040096105.1.fasta.gz	95.21	67.35	75.92	NZ_CP039381.1	NZ_JBBMFI010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000968375.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_033561535.1.fasta.gz	91.77	60.93	55.49	NZ_CP009933.1	NZ_CP131467.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000968375.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_001038625.1.fasta.gz	91.65	58.94	58.91	NZ_CP009933.1	NZ_CP011803.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000968375.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003096175.1.fasta.gz	95.86	80.35	81.12	NZ_CP009933.1	NZ_CP020953.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_008151785.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_047528295.1.fasta.gz	92.34	57.25	56.69	NZ_CP036523.1	NZ_CP180001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000189775.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_028895185.1.fasta.gz	93.96	73.77	72.85	NC_015555.1	NZ_JAEUWW010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000189775.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000307585.2.fasta.gz	91.09	72.67	64.91	NC_015555.1	NC_017992.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000189775.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_036763025.1.fasta.gz	90.74	70.21	64.18	NC_015555.1	NZ_JBAIYY010000010.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_011393055.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900142025.1.fasta.gz	93.27	56.88	62.68	NZ_JAAOEF010000001.1	NZ_FQZM01000097.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_024628745.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_024919155.1.fasta.gz	95.94	74.72	85.79	NZ_CP102397.1	NZ_CP103801.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000154245.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003461085.1.fasta.gz	94.84	62.09	63.50	NZ_DS480330.1	NZ_QTWK01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_004015185.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_009928445.1.fasta.gz	91.39	55.80	58.76	NZ_CP025746.1	NZ_JAABNO010000066.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900103015.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900141825.1.fasta.gz	90.82	53.24	50.02	NZ_FMWK01000032.1	NZ_FQYQ01000056.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003625475.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003625505.1.fasta.gz	92.46	64.60	63.93	NZ_RAIQ01000010.1	NZ_RAIS01000010.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_016901775.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_018917925.1.fasta.gz	90.95	60.08	50.60	NZ_JACJKW010000001.1	NZ_JAHLPO010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000383295.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_015554605.1.fasta.gz	90.04	61.42	53.95	NZ_KB911066.1	NZ_JADNIV010000010.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000244875.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_029318685.1.fasta.gz	89.61	53.53	49.12	NC_016791.1	NZ_CP119677.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000244875.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000421965.1.fasta.gz	93.37	74.32	77.91	NC_016791.1	NZ_ATAY01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030500275.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900129935.1.fasta.gz	94.54	64.92	62.03	NZ_JAMJEV010000010.1	NZ_FQXJ01000052.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_001889365.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900447155.1.fasta.gz	91.31	55.77	58.34	NZ_CP013296.1	NZ_UFWX01000002.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900185645.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900205925.1.fasta.gz	88.82	46.49	50.85	NZ_FYAM01000027.1	NZ_OAOD01000062.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002934545.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_048627165.1.fasta.gz	94.14	75.32	78.71	NZ_PTJA01000001.1	NZ_JBMBWP010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002934545.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_013036995.1.fasta.gz	93.97	70.51	70.57	NZ_PTJA01000001.1	NZ_JAAOXG010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_029542625.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_037844525.1.fasta.gz	90.10	38.95	52.04	NZ_CP120733.1	NZ_JBBMMD010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_025146005.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_039789045.1.fasta.gz	91.65	56.80	59.57	NZ_CP102254.1	NZ_CP121164.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_010692705.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_902374755.1.fasta.gz	95.27	81.90	83.25	NZ_JAAGPU010000001.1	NZ_CABKRL010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002355795.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_047150065.1.fasta.gz	95.86	84.90	71.03	NZ_AP017630.1	NZ_AP027090.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027696135.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_042848345.1.fasta.gz	95.30	67.52	60.96	NZ_JAQETU010000001.1	NZ_BAABZE010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002161595.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027853465.1.fasta.gz	93.08	65.26	73.05	NZ_NFID01000001.1	NZ_JAPNNW010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002161595.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_902375855.1.fasta.gz	90.83	55.76	52.16	NZ_NFID01000001.1	NZ_CABKVM010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_014253005.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900129515.1.fasta.gz	95.86	79.17	74.51	NZ_JACMSD010000001.1	NZ_FQVY01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_022440885.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_902375555.1.fasta.gz	93.96	66.82	69.95	NZ_JAKNTQ010000005.1	NZ_CABKUE010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000703125.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900461105.1.fasta.gz	91.77	62.32	61.09	NZ_JNLN01000001.1	NZ_UFWZ01000005.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_046603775.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900683775.1.fasta.gz	94.13	72.14	68.47	NZ_CP176625.1	NZ_LR215983.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002025875.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_037059035.1.fasta.gz	95.26	83.95	70.30	NZ_MJHN01000001.1	NZ_CP124306.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_017874545.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030534315.2.fasta.gz	94.89	72.11	69.98	NZ_JAGGLT010000001.1	NZ_CP130558.2
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002797975.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900105615.1.fasta.gz	93.81	78.45	78.04	NZ_PGET01000001.1	NZ_LT630003.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002797975.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_044987295.1.fasta.gz	90.79	63.51	61.89	NZ_PGET01000001.1	NZ_CP173277.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_028767025.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_042853845.1.fasta.gz	90.37	60.14	42.93	NZ_JAJQXX010000010.1	NZ_BAABXN010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000019165.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_009877425.1.fasta.gz	88.73	50.64	40.85	NC_010337.2	NZ_WXEY01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_019838995.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_023845585.1.fasta.gz	90.93	53.30	57.33	NZ_JACBEJ010000001.1	NZ_JAMQHS010000010.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003480945.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_024462365.1.fasta.gz	95.54	65.40	75.40	NZ_QUJR01000001.1	NZ_JANGBK010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002161085.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_037572415.1.fasta.gz	91.63	59.59	52.61	NZ_NFLU01000001.1	NZ_JBBHLB010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002161085.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_016899585.1.fasta.gz	92.19	66.41	63.61	NZ_NFLU01000001.1	NZ_JACJIW010000100.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_008086595.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_014284395.1.fasta.gz	94.63	69.05	71.58	NZ_RXYA01000010.1	NZ_WJBB01000010.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_018861865.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650965.1.fasta.gz	89.75	50.22	38.02	NZ_JAHLDV010000001.1	NZ_CP086237.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_018861865.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_018861905.1.fasta.gz	89.90	50.97	40.49	NZ_JAHLDV010000001.1	NZ_JAHLDU010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_015555225.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_902373955.1.fasta.gz	90.99	62.16	62.56	NZ_JADNKB010000010.1	NZ_CABKOG010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900115215.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900141825.1.fasta.gz	90.37	51.79	51.05	NZ_FOVQ01000032.1	NZ_FQYQ01000056.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000231385.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900100785.1.fasta.gz	94.11	72.65	71.68	NC_018515.1	NZ_FNCP01000067.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000231385.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000765145.1.fasta.gz	92.72	62.72	64.42	NC_018515.1	NZ_JMGA01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003324155.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_005848555.1.fasta.gz	95.81	67.37	68.90	NZ_PSQG01000010.1	NZ_CP040518.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000621845.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900119075.1.fasta.gz	94.99	75.06	75.72	NZ_JHXF01000001.1	NZ_FPIP01000015.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000183545.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003403315.2.fasta.gz	94.93	78.22	80.10	NZ_JH976535.1	NZ_CP048407.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_001636845.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_019056555.1.fasta.gz	93.94	61.31	57.99	NZ_LITT01000011.1	NZ_CP020473.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_001636845.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_004006395.2.fasta.gz	93.19	61.10	58.23	NZ_LITT01000011.1	NZ_CP029758.2
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020443575.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585505.1.fasta.gz	95.05	66.94	68.90	NZ_JAIZZY010000001.1	NZ_CP077610.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020443575.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650965.1.fasta.gz	95.29	70.80	70.34	NZ_JAIZZY010000001.1	NZ_CP086237.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020443575.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585465.1.fasta.gz	95.81	66.94	73.27	NZ_JAIZZY010000001.1	NZ_CP077615.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020443575.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650925.1.fasta.gz	95.18	65.20	71.52	NZ_JAIZZY010000001.1	NZ_CP086147.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020443575.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026651005.1.fasta.gz	95.08	68.23	67.80	NZ_JAIZZY010000001.1	NZ_CP086243.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027853495.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900002825.1.fasta.gz	95.37	82.14	83.69	NZ_JAPNNV010000001.1	NZ_CDAA01000003.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000424325.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_042852215.1.fasta.gz	93.93	59.44	50.38	NZ_KE384163.1	NZ_AP031445.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_016889665.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_042852215.1.fasta.gz	91.18	44.82	50.82	NZ_CP069520.1	NZ_AP031445.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_015667795.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_019734195.1.fasta.gz	94.05	67.36	75.66	NZ_JADPEL010000100.1	NZ_JAASHM010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003458705.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003466705.1.fasta.gz	93.74	59.87	62.23	NZ_QRVH01000001.1	NZ_QSEU01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_013036995.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_048627165.1.fasta.gz	94.34	68.81	71.85	NZ_JAAOXG010000001.1	NZ_JBMBWP010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000209855.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027668885.1.fasta.gz	95.82	72.10	75.77	NC_021020.1	NZ_JAQEEB010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000209855.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_023347295.1.fasta.gz	93.98	64.74	69.49	NC_021020.1	NZ_CP094469.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000209855.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003287405.1.fasta.gz	94.48	62.37	66.11	NC_021020.1	NZ_PRLD01000040.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000209855.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_023347235.1.fasta.gz	94.38	68.11	67.83	NC_021020.1	NZ_CP094467.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_024723825.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900002825.1.fasta.gz	93.44	73.27	74.15	NZ_JANQBQ010000001.1	NZ_CDAA01000003.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_024723825.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027853495.1.fasta.gz	94.12	71.79	71.32	NZ_JANQBQ010000001.1	NZ_JAPNNV010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_004123145.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_009696065.1.fasta.gz	91.70	45.13	52.18	NZ_SDKC01000001.1	NZ_VUMS01000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_019967975.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027663405.1.fasta.gz	95.40	69.99	63.15	NZ_CP065376.1	NZ_JAQDHG010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_036812735.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_048568315.1.fasta.gz	92.25	70.01	71.13	NZ_CP117523.1	NZ_CP183811.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_023347295.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_027668885.1.fasta.gz	94.38	72.25	70.73	NZ_CP094469.1	NZ_JAQEEB010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_009695815.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900112955.1.fasta.gz	91.75	65.69	62.40	NZ_VUNE01000001.1	NZ_FONP01000037.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650925.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585505.1.fasta.gz	94.94	73.30	68.78	NZ_CP086147.1	NZ_CP077610.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650925.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650965.1.fasta.gz	95.18	74.92	67.87	NZ_CP086147.1	NZ_CP086237.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650925.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585465.1.fasta.gz	95.18	74.60	74.43	NZ_CP086147.1	NZ_CP077615.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026650925.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_026651005.1.fasta.gz	94.38	68.08	61.68	NZ_CP086147.1	NZ_CP086243.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000806225.2.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_003722315.1.fasta.gz	94.51	66.88	62.23	NZ_JOOI01000002.1	NZ_CP033580.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_031202285.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_036812735.1.fasta.gz	93.22	73.31	73.38	NZ_CP101637.1	NZ_CP117523.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_031202285.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_048568315.1.fasta.gz	91.65	66.81	67.94	NZ_CP101637.1	NZ_CP183811.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_013304925.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_020537125.1.fasta.gz	94.89	70.65	64.76	NZ_JAAWUP010000010.1	NZ_JAJBMA010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585465.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_030585505.1.fasta.gz	95.83	74.19	69.77	NZ_CP077615.1	NZ_CP077610.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_002006165.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_013407205.1.fasta.gz	95.81	73.05	73.95	NZ_LZYZ01000001.1	NZ_JACAZR010000001.1
/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_000686065.1.fasta.gz	/media/lucas/SHUTTLE/prostt5_downloads/clostridia/fnas/GCF_900101605.1.fasta.gz	91.83	60.90	62.04	NZ_JMLX01000001.1	NZ_FMUR01000034.1
