Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	assembly_file	representative	dereplication_status
GCF_039521565.1	NZ_BAAACP010000006.1	140604	146307	7807.0	1	1	0	1	1	0	0	242	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_039521565.1.fasta.gz	NZ_BAAACP010000006.1|140604|146307	dereplication_representative
GCF_042845895.1	NZ_BAABYN010000001.1	2990959	2997730	5937.0	0	1	0	1	0	1	0	349	(-1, -1, -1)	(2, 1, 0)	GCF_042845895.1.fasta.gz	NZ_BAABYN010000001.1|2990959|2997730	dereplication_representative
GCF_042848345.1	NZ_BAABZE010000001.1	5323325	5328070	6004.0	0	1	0	1	0	1	0	328	(-1, -1, -1)	(2, 1, 0)	GCF_042848345.1.fasta.gz	NZ_BAABZE010000001.1|5323325|5328070	dereplication_representative
GCF_027696135.1	NZ_JAQETU010000021.1	46809	51554	6024.0	0	1	0	1	0	1	0	324	(-1, -1, -1)	(2, 1, 0)	GCF_027696135.1.fasta.gz	NZ_BAABZE010000001.1|5323325|5328070	redundant
GCF_042846325.1	NZ_BAABZG010000001.1	2210185	2221081	6258.0	1	1	0	1	0	0	0	289	(1, 1, 1)	(2, 1, 0)	GCF_042846325.1.fasta.gz	NZ_BAABZG010000001.1|2210185|2221081	dereplication_representative
GCF_001311925.1	NZ_BBCG01000019.1	17620	21498	4922.0	0	0	0	1	0	1	1	396	(-1, -1, -1)	(2, 1, 0)	GCF_001311925.1.fasta.gz	NZ_BBCG01000019.1|17620|21498	dereplication_representative
GCF_001748365.1	NZ_BDHH01000005.1	4494	8565	7626.0	0	0	0	1	1	1	1	247	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_001748365.1.fasta.gz	NZ_BDHH01000005.1|4494|8565	dereplication_representative
GCF_002724055.1	NZ_BDQY01000002.1	57404	65369	11144.0	1	1	0	1	1	1	1	31	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_002724055.1.fasta.gz	NZ_BDQY01000002.1|57404|65369	dereplication_representative
GCF_017312485.1	NZ_BMBA01000001.1	1204040	1210812	9452.0	1	1	0	1	0	1	1	168	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017312485.1.fasta.gz	NZ_BMBA01000001.1|1204040|1210812	dereplication_representative
GCF_014193895.1	NZ_BLZR01000001.1	3256981	3263758	9466.0	1	1	0	1	0	1	1	151	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_014193895.1.fasta.gz	NZ_BMBA01000001.1|1204040|1210812	redundant
GCF_016595795.1	NZ_JAENHN010000006.1	91272	98052	9459.0	1	1	0	1	0	1	1	157	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016595795.1.fasta.gz	NZ_BMBA01000001.1|1204040|1210812	redundant
GCF_018332455.1	NZ_BOPZ01000008.1	44701	51714	9545.0	1	1	0	1	0	1	1	110	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_018332455.1.fasta.gz	NZ_BOPZ01000008.1|44701|51714	dereplication_representative
GCF_022834975.1	NZ_BQNK01000001.1	1171699	1176472	6028.0	0	1	0	1	0	1	0	323	(1, 1, 1)	(2, 1, 0)	GCF_022834975.1.fasta.gz	NZ_BQNK01000001.1|1171699|1176472	dereplication_representative
GCF_024341925.1	NZ_BQXZ01000002.1	837867	844644	9433.0	1	1	0	1	0	1	1	178	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_024341925.1.fasta.gz	NZ_BQXZ01000002.1|837867|844644	dereplication_representative
GCF_024345225.1	NZ_BROD01000001.1	1375321	1382172	9423.0	1	1	0	1	0	1	1	187	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_024345225.1.fasta.gz	NZ_BROD01000001.1|1375321|1382172	dereplication_representative
GCF_039545435.1	NZ_BRPJ01000046.1	21987	26755	5952.0	0	1	0	1	0	1	0	341	(-1, -1, -1)	(2, 1, 0)	GCF_039545435.1.fasta.gz	NZ_BRPJ01000046.1|21987|26755	dereplication_representative
GCF_026012015.1	NZ_BRXR01000001.1	41554	48471	9505.0	1	1	0	1	0	1	1	131	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026012015.1.fasta.gz	NZ_BRXR01000001.1|41554|48471	dereplication_representative
GCF_902143515.1	NZ_CABFVD010000001.1	114358	121386	9521.0	1	1	0	1	0	1	1	121	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_902143515.1.fasta.gz	NZ_CABFVD010000001.1|114358|121386	dereplication_representative
GCF_902374755.1	NZ_CABKRL010000001.1	762143	769229	9405.0	1	1	0	1	0	1	1	192	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_902374755.1.fasta.gz	NZ_CABKRL010000001.1|762143|769229	dereplication_representative
GCF_010692705.1	NZ_JAAGPU010000003.1	70116	77211	9434.0	1	1	0	1	0	1	1	176	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_010692705.1.fasta.gz	NZ_CABKRL010000001.1|762143|769229	redundant
GCF_902375375.1	NZ_CABKTN010000007.1	926951	933826	9628.0	1	1	0	1	0	1	1	84	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_902375375.1.fasta.gz	NZ_CABKTN010000007.1|926951|933826	dereplication_representative
GCF_902376185.1	NZ_CABKWO010000005.1	1115119	1121623	9413.0	1	1	0	1	0	1	1	191	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_902376185.1.fasta.gz	NZ_CABKWO010000005.1|1115119|1121623	dereplication_representative
GCF_902377545.1	NZ_CABLCB010000083.1	376971	383904	9399.0	1	1	0	1	0	1	1	194	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_902377545.1.fasta.gz	NZ_CABLCB010000083.1|376971|383904	dereplication_representative
GCF_902386815.1	NZ_CABMKD010000012.1	1599551	1605064	6218.0	1	1	0	1	0	0	0	305	(-1, -1, -1)	(2, 1, 0)	GCF_902386815.1.fasta.gz	NZ_CABMKD010000012.1|1599551|1605064	dereplication_representative
GCF_902386895.1	NZ_CABMKL010000001.1	2240290	2244987	5951.0	0	1	0	1	0	1	0	342	(1, 1, 1)	(2, 1, 0)	GCF_902386895.1.fasta.gz	NZ_CABMKL010000001.1|2240290|2244987	dereplication_representative
GCF_902386975.1	NZ_CABMKM010000004.1	597220	602040	6291.0	1	1	0	1	0	0	0	282	(-1, -1, -1)	(2, 1, 0)	GCF_902386975.1.fasta.gz	NZ_CABMKM010000004.1|597220|602040	dereplication_representative
GCF_943192995.1	NZ_CALPCP010000015.1	57561	64144	6246.0	1	1	0	1	0	0	0	296	(-1, -1, -1)	(2, 1, 0)	GCF_943192995.1.fasta.gz	NZ_CALPCP010000015.1|57561|64144	dereplication_representative
GCF_943193115.1	NZ_CALPCY010000007.1	93434	98187	5803.0	0	1	0	1	0	1	0	374	(-1, -1, -1)	(2, 1, 0)	GCF_943193115.1.fasta.gz	NZ_CALPCY010000007.1|93434|98187	dereplication_representative
GCF_943736985.1	NZ_CALSFS010000005.1	9922	17030	9551.0	1	1	0	1	0	1	1	107	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_943736985.1.fasta.gz	NZ_CALSFS010000005.1|9922|17030	dereplication_representative
GCF_947381515.1	NZ_CANCWE010000007.1	108409	115488	9516.0	1	1	0	1	0	1	1	124	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_947381515.1.fasta.gz	NZ_CANCWE010000007.1|108409|115488	dereplication_representative
GCF_947568225.1	NZ_CANOOQ010000001.1	853204	858025	6301.0	1	1	0	1	0	0	0	280	(1, 1, 1)	(2, 1, 0)	GCF_947568225.1.fasta.gz	NZ_CANOOQ010000001.1|853204|858025	dereplication_representative
GCF_964238185.1	NZ_CAXSLG010000003.1	94100	98820	5984.0	0	1	0	1	0	1	0	334	(-1, -1, -1)	(2, 1, 0)	GCF_964238185.1.fasta.gz	NZ_CAXSLG010000003.1|94100|98820	dereplication_representative
GCF_964246085.1	NZ_CAXTPD010000001.1	156446	161134	5885.0	0	1	0	1	0	1	0	366	(1, 1, 1)	(2, 1, 0)	GCF_964246085.1.fasta.gz	NZ_CAXTPD010000001.1|156446|161134	dereplication_representative
GCF_964259345.1	NZ_CAXVJR010000007.1	17308	23009	7880.0	1	1	0	1	1	0	0	233	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_964259345.1.fasta.gz	NZ_CAXVJR010000007.1|17308|23009	dereplication_representative
GCF_900002825.1	NZ_CDAA01000001.1	3201790	3208239	7860.0	1	1	0	1	1	0	0	238	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_900002825.1.fasta.gz	NZ_CDAA01000001.1|3201790|3208239	dereplication_representative
GCF_024723825.1	NZ_JANQBQ010000001.1	1921015	1927465	7876.0	1	1	0	1	1	0	0	235	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_024723825.1.fasta.gz	NZ_CDAA01000001.1|3201790|3208239	redundant
GCF_027853495.1	NZ_JAPNNV010000006.1	22583	29035	7878.0	1	1	0	1	1	0	0	234	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_027853495.1.fasta.gz	NZ_CDAA01000001.1|3201790|3208239	redundant
GCF_000709435.1	NZ_CP008713.1	935677	944256	9281.0	1	1	0	1	0	1	1	209	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_000709435.1.fasta.gz	NZ_CP008713.1|935677|944256	dereplication_representative
GCF_001042715.1	NZ_CP009687.1	1790987	1798651	11310.0	1	1	0	1	1	1	1	19	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_001042715.1.fasta.gz	NZ_CP009687.1|1790987|1798651	dereplication_representative
GCF_000968375.1	NZ_CP009933.1	5274198	5281298	9462.0	1	1	0	1	0	1	1	154	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_000968375.1.fasta.gz	NZ_CP009933.1|5274198|5281298	dereplication_representative
GCF_003096175.1	NZ_CP020953.1	4661854	4668955	9477.0	1	1	0	1	0	1	1	145	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003096175.1.fasta.gz	NZ_CP009933.1|5274198|5281298	redundant
GCF_001038625.1	NZ_CP011803.1	3836070	3843170	9495.0	1	1	0	1	0	1	1	132	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_001038625.1.fasta.gz	NZ_CP009933.1|5274198|5281298	redundant
GCF_033561535.1	NZ_CP131467.1	5560724	5567835	9479.0	1	1	0	1	0	1	1	143	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_033561535.1.fasta.gz	NZ_CP009933.1|5274198|5281298	redundant
GCF_001886775.1	NZ_CP013242.1	772	6818	7434.0	0	1	0	1	0	1	1	251	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_001886775.1.fasta.gz	NZ_CP013242.1|772|6818	dereplication_representative
GCF_900447155.1	NZ_UFWX01000001.1	3451797	3458909	9457.0	1	1	0	1	0	1	1	162	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900447155.1.fasta.gz	NZ_CP013242.1|772|6818	readded_by_content
GCF_001889365.1	NZ_CP013296.1	559240	566367	9506.0	1	1	0	1	0	1	1	129	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_001889365.1.fasta.gz	NZ_CP013242.1|772|6818	redundant
GCF_002074155.1	NZ_CP014176.1	1737288	1744391	9546.0	1	1	0	1	0	1	1	109	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_002074155.1.fasta.gz	NZ_CP014176.1|1737288|1744391	dereplication_representative
GCF_001697285.1	NZ_CP014673.1	2436851	2440592	5079.0	0	0	0	1	0	1	1	392	(-1, -1, -1)	(2, 1, 0)	GCF_001697285.1.fasta.gz	NZ_CP014673.1|2436851|2440592	dereplication_representative
GCF_001750685.1	NZ_CP017269.1	5667732	5675251	11615.0	1	1	0	1	1	1	1	12	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_001750685.1.fasta.gz	NZ_CP017269.1|5667732|5675251	dereplication_representative
GCF_001854185.1	NZ_CP017603.1	3131769	3139393	11318.0	1	1	0	1	1	1	1	18	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_001854185.1.fasta.gz	NZ_CP017603.1|3131769|3139393	dereplication_representative
GCF_002874775.1	NZ_CP020991.1	2609584	2614848	5140.0	0	0	0	1	0	1	1	385	(1, 1, 1)	(2, 1, 0)	GCF_002874775.1.fasta.gz	NZ_CP020991.1|2609584|2614848	dereplication_representative
GCF_002896855.1	NZ_CP021850.1	1708364	1718559	9623.0	1	1	0	1	0	1	1	85	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_002896855.1.fasta.gz	NZ_CP021850.1|1708364|1718559	dereplication_representative
GCF_004015185.1	NZ_CP025746.1	2193163	2199965	9436.0	1	1	0	1	0	1	1	175	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004015185.1.fasta.gz	NZ_CP025746.1|2193163|2199965	dereplication_representative
GCF_009928445.1	NZ_JAABNO010000002.1	329524	336327	9450.0	1	1	0	1	0	1	1	171	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_009928445.1.fasta.gz	NZ_CP025746.1|2193163|2199965	redundant
GCF_003047205.1	NZ_CP028491.1	2282911	2297684	7907.0	1	1	0	1	0	1	1	230	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003047205.1.fasta.gz	NZ_CP028491.1|2282911|2297684	dereplication_representative
GCF_003254825.1	NZ_CP030018.1	880844	888029	9458.0	1	1	0	1	0	1	1	158	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003254825.1.fasta.gz	NZ_CP030018.1|880844|888029	dereplication_representative
GCF_003600355.1	NZ_CP032416.1	963496	970397	9491.0	1	1	0	1	0	1	1	135	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003600355.1.fasta.gz	NZ_CP032416.1|963496|970397	dereplication_representative
GCF_008807835.1	NZ_CP032452.1	2758014	2763712	7870.0	1	1	0	1	1	0	0	237	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_008807835.1.fasta.gz	NZ_CP032452.1|2758014|2763712	dereplication_representative
GCF_003718715.1	NZ_CP033465.1	2012669	2019681	9430.0	1	1	0	1	0	1	1	182	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_003718715.1.fasta.gz	NZ_CP033465.1|2012669|2019681	dereplication_representative
GCF_004103695.1	NZ_CP035280.1	852020	858861	9607.0	1	1	0	1	0	1	1	89	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004103695.1.fasta.gz	NZ_CP035280.1|852020|858861	dereplication_representative
GCF_006016075.1	NZ_CP040093.1	616298	623137	9967.0	1	1	0	1	0	1	1	68	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_006016075.1.fasta.gz	NZ_CP040093.1|616298|623137	dereplication_representative
GCF_005886215.1	NZ_CP040506.1	4444085	4448800	6014.0	0	1	0	1	0	1	0	326	(1, 1, 1)	(2, 1, 0)	GCF_005886215.1.fasta.gz	NZ_CP040506.1|4444085|4448800	dereplication_representative
GCF_006351925.1	NZ_CP040924.1	1662211	1669073	9506.0	1	1	0	1	0	1	1	128	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_006351925.1.fasta.gz	NZ_CP040924.1|1662211|1669073	dereplication_representative
GCF_008152325.1	NZ_CP042243.1	1379749	1387241	11775.0	1	1	0	1	1	1	1	7	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_008152325.1.fasta.gz	NZ_CP042243.1|1379749|1387241	dereplication_representative
GCF_022539405.1	NZ_CP054394.1	1661750	1667083	6213.0	1	1	0	1	0	0	0	308	(-1, -1, -1)	(2, 1, 0)	GCF_022539405.1.fasta.gz	NZ_CP054394.1|1661750|1667083	dereplication_representative
GCF_014467015.1	NZ_CP058559.1	2764531	2783262	10057.0	1	1	0	1	1	1	1	64	(1, 1, 1, -1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_014467015.1.fasta.gz	NZ_CP058559.1|2764531|2783262	dereplication_representative
GCF_018141425.1	NZ_CP058561.1	4799268	4806533	6001.0	0	1	0	1	0	1	0	330	(1, 1, 1)	(2, 1, 0)	GCF_018141425.1.fasta.gz	NZ_CP058561.1|4799268|4806533	dereplication_representative
GCF_018141405.1	NZ_CP058648.1	2755756	2765846	10448.0	1	1	0	1	0	1	1	48	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_018141405.1.fasta.gz	NZ_CP058648.1|2755756|2765846	dereplication_representative
GCF_018141445.1	NZ_CP058649.1	3813729	3822702	6109.0	0	1	0	1	0	1	0	317	(-1, -1, -1)	(2, 1, 0)	GCF_018141445.1.fasta.gz	NZ_CP058649.1|3813729|3822702	dereplication_representative
GCF_013781885.1	NZ_CP059378.1	3021409	3028355	9440.0	1	1	0	1	0	1	1	174	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_013781885.1.fasta.gz	NZ_CP059378.1|3021409|3028355	dereplication_representative
GCF_035905475.1	NZ_CP121166.1	1916554	1923637	9457.0	1	1	0	1	0	1	1	161	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_035905475.1.fasta.gz	NZ_CP059378.1|3021409|3028355	redundant
GCF_017357865.1	NZ_CP060096.1	1523723	1530520	10005.0	1	1	0	1	0	1	1	66	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017357865.1.fasta.gz	NZ_CP060096.1|1523723|1530520	dereplication_representative
GCF_014303955.1	NZ_CP060286.1	550054	554812	6307.0	1	1	0	1	0	0	0	278	(-1, -1, -1)	(2, 1, 0)	GCF_014303955.1.fasta.gz	NZ_CP060286.1|550054|554812	dereplication_representative
GCF_014337195.1	NZ_CP060634.1	1424268	1428975	6052.0	0	1	0	1	0	1	0	321	(-1, -1, -1)	(2, 1, 0)	GCF_014337195.1.fasta.gz	NZ_CP060634.1|1424268|1428975	dereplication_representative
GCF_021044755.1	NZ_JAJNOR010000002.1	153101	157808	6013.0	0	1	0	1	0	1	0	327	(-1, -1, -1)	(2, 1, 0)	GCF_021044755.1.fasta.gz	NZ_CP060634.1|1424268|1428975	redundant
GCF_014467055.1	NZ_CP060696.1	1179204	1189289	3164.0	0	0	0	1	0	1	1	400	(1, 1, -1)	(5, 4, 3)	GCF_014467055.1.fasta.gz	NZ_CP060696.1|1179204|1189289	dereplication_representative
GCF_014467055.1	NZ_CP060696.1	1391879	1396903	6328.0	1	1	0	1	0	0	0	274	(-1, -1, -1)	(2, 1, 0)	GCF_014467055.1.fasta.gz	NZ_CP060696.1|1391879|1396903	dereplication_representative
GCF_005473905.2	NZ_CP061336.1	2630868	2639200	10406.0	1	1	0	1	1	1	1	52	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_005473905.2.fasta.gz	NZ_CP061336.1|2630868|2639200	dereplication_representative
GCF_016071375.1	NZ_CP063816.1	1307198	1314043	9468.0	1	1	0	1	0	1	1	150	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016071375.1.fasta.gz	NZ_CP063816.1|1307198|1314043	dereplication_representative
GCF_017100085.1	NZ_CP063965.1	1604869	1611719	9447.0	1	1	0	1	0	1	1	173	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017100085.1.fasta.gz	NZ_CP063816.1|1307198|1314043	redundant
GCF_000204565.1	NC_015425.1	1172810	1179660	9452.0	1	1	0	1	0	1	1	167	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_000204565.1.fasta.gz	NZ_CP063816.1|1307198|1314043	redundant
GCF_016906045.1	NZ_CP070235.1	2933123	2937987	5934.0	0	1	0	1	0	1	0	350	(-1, -1, -1)	(2, 1, 0)	GCF_016906045.1.fasta.gz	NZ_CP070235.1|2933123|2937987	dereplication_representative
GCF_020911725.1	NZ_CP076620.1	1533044	1539918	8254.0	1	1	0	1	0	1	0	219	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_020911725.1.fasta.gz	NZ_CP076620.1|1533044|1539918	dereplication_representative
