representative	cluster_size
NZ_CALSFS010000005.1|9922|17030	1
NZ_CANCWE010000007.1|108409|115488	1
NZ_CANOOQ010000001.1|853204|858025	1
NZ_CAXSLG010000003.1|94100|98820	1
NZ_CAXTPD010000001.1|156446|161134	1
NZ_CAXVJR010000007.1|17308|23009	1
NZ_CDAA01000001.1|3201790|3208239	3
NZ_CP008713.1|935677|944256	1
NZ_CP009687.1|1790987|1798651	1
NZ_CP009933.1|5274198|5281298	4
NZ_CP013242.1|772|6818	3
NZ_CP014176.1|1737288|1744391	1
NZ_CP014673.1|2436851|2440592	1
NZ_CP017269.1|5667732|5675251	1
NZ_CP017603.1|3131769|3139393	1
NZ_CP020991.1|2609584|2614848	1
NZ_CP021850.1|1708364|1718559	1
NZ_CP025746.1|2193163|2199965	2
NZ_CP028491.1|2282911|2297684	1
NZ_CP030018.1|880844|888029	1
NZ_CP032416.1|963496|970397	1
NZ_CP032452.1|2758014|2763712	1
NZ_CP033465.1|2012669|2019681	1
NZ_CP035280.1|852020|858861	1
NZ_CP040093.1|616298|623137	1
NZ_CP040506.1|4444085|4448800	1
NZ_CP040924.1|1662211|1669073	1
NZ_CP042243.1|1379749|1387241	1
NZ_CP054394.1|1661750|1667083	1
NZ_CP058559.1|2764531|2783262	1
NZ_CP058561.1|4799268|4806533	1
NZ_CP058648.1|2755756|2765846	1
NZ_CP058649.1|3813729|3822702	1
NZ_CP059378.1|3021409|3028355	2
NZ_CP060096.1|1523723|1530520	1
NZ_CP060286.1|550054|554812	1
NZ_CP060634.1|1424268|1428975	2
NZ_CP060696.1|1179204|1189289	1
NZ_CP060696.1|1391879|1396903	1
NZ_CP061336.1|2630868|2639200	1
NZ_CP063816.1|1307198|1314043	3
NZ_CP070235.1|2933123|2937987	1
NZ_CP076620.1|1533044|1539918	1
NZ_CP078093.1|2373195|2380631	1
NZ_CP085988.1|3385709|3390627	1
NZ_CP086237.1|4457510|4464406	9
NZ_CP096988.1|220312|227472	1
NZ_CP097810.1|1403400|1406973	1
NZ_CP102254.1|995138|1003100	2
NZ_CP112872.1|2472981|2480000	1
NZ_CP113903.1|3009706|3014189	1
NZ_CP120733.1|2709789|2717652	1
NZ_CP121687.1|1183831|1193135	1
NZ_CP124295.1|3110820|3116521	1
NZ_CP124862.1|5358736|5364164	1
NZ_CP125628.1|4170540|4175303	1
NZ_CP126462.1|1779990|1787472	1
NZ_CP127161.1|2343316|2350915	1
NZ_CP130060.1|1443506|1448395	1
NZ_CP132338.1|911061|915054	1
NZ_CP133189.1|707968|712719	1
NZ_CP158367.1|851769|863553	1
NZ_CP159485.1|2060243|2072285	1
NZ_CP161000.1|2804035|2809730	1
NZ_CP163137.1|2233374|2237871	1
NZ_CP171113.1|889552|896584	1
NZ_CP172402.1|1941133|1947968	1
NZ_CP173187.2|2740151|2744353	1
NZ_CP174369.1|1554884|1559817	1
NZ_CP175761.1|1358982|1365749	1
NZ_CP176625.1|3466586|3470808	3
NZ_CP183811.1|277729|283428	3
NZ_CYUJ01000002.1|774043|778018	1
NZ_FKLA01000009.1|1860070|1864784	1
NZ_FMJL01000002.1|121865|128823	1
NZ_FMMP01000006.1|335960|339737	1
NZ_FNFP01000002.1|447265|454799	1
NZ_FNID01000019.1|22067|26967	1
NZ_FNQE01000022.1|24382|31911	1
NZ_FNUK01000016.1|38598|45023	1
NZ_FOCG01000001.1|784840|790374	1
NZ_FOHN01000015.1|52931|61692	1
NZ_FOHU01000001.1|430839|438363	1
NZ_FOKI01000002.1|141121|148284	1
NZ_FOQA01000001.1|58996|65961	1
NZ_FOYZ01000003.1|254876|261928	1
NZ_FQTU01000001.1|17798|24171	1
NZ_FQVH01000002.1|52369|59136	1
NZ_FQXM01000004.1|228634|235367	1
NZ_FQXP01000013.1|42091|49599	1
NZ_FQZB01000003.1|39027|45792	1
NZ_FQZO01000001.1|696581|703347	1
NZ_FQZV01000003.1|26074|33619	1
NZ_FRAD01000012.1|56835|63848	1
NZ_FRAG01000001.1|202027|206243	1
NZ_FRAI01000005.1|531714|544077	1
NZ_FRCP01000014.1|143100|157240	1
NZ_FUWV01000001.1|267188|274389	1
NZ_FUYD01000002.1|164119|171057	1
NZ_FUYH01000004.1|4724|12268	1
NZ_FUZT01000005.1|261103|268639	1
NZ_FWXH01000003.1|161024|167882	1
NZ_FWXW01000010.1|6030|10995	1
NZ_FYAM01000024.1|178275|185601	1
NZ_FYDE01000005.1|1921900|1926615	1
NZ_FZOJ01000008.1|59838|67445	1
NZ_HF952018.1|1188859|1196543	1
NZ_HG529490.1|556686|569230	1
NZ_HG917868.1|2207497|2214792	1
NZ_JAAEEH010000017.1|18012|24380	1
NZ_JAAMNG020000001.1|2111783|2118661	1
NZ_JAAMNH020000001.1|3037593|3044519	1
NZ_JAAMNI020000001.1|3186023|3192951	1
NZ_JABBNI010000001.1|112639|119768	1
NZ_JABSWD010000001.1|3060865|3067972	1
NZ_JACGAG010000005.1|52397|59273	1
NZ_JACHEN010000004.1|71404|78943	1
NZ_JACHFW010000009.1|128875|135783	1
NZ_JACOEA010000001.1|380999|387212	1
NZ_JACOPP010000002.1|150541|156233	1
NZ_JACOPQ010000002.1|43200|54227	1
NZ_JACRSQ010000005.1|10859|14781	1
NZ_JACRSY010000008.1|52364|56011	1
NZ_JACRTD010000001.1|381596|386304	1
NZ_JACRTJ010000005.1|128371|133176	1
NZ_JACSNR010000007.1|10409|15196	1
NZ_JACTOJ010000010.1|177458|184398	1
NZ_JADCKB010000015.1|13368|18085	1
NZ_JADKNH010000006.1|234916|238987	1
NZ_JADKZI010000002.1|453445|463563	1
NZ_JADNAX010000004.1|43128|48999	1
NZ_JADNIV010000001.1|299120|304021	1
NZ_JADNOJ010000005.1|105647|118296	1
NZ_JADNRK010000002.1|194573|200903	1
NZ_JADYTU010000007.1|64823|69927	1
NZ_JADYUM010000003.1|55199|60282	1
NZ_JAEACT010000002.1|1175303|1182777	1
NZ_JAESWA010000017.1|358692|365547	2
NZ_JAESWC010000002.1|394125|401012	1
NZ_JAFBDB010000002.1|599421|607004	1
NZ_JAFBDT010000006.1|77753|84673	1
NZ_JAGE01000001.1|3481939|3489673	1
NZ_JAGGLL010000001.1|249803|256912	1
NZ_JAGGLM010000005.1|67277|74140	1
NZ_JAGGLT010000024.1|25541|32384	3
NZ_JAHBCL010000024.1|43636|50752	1
NZ_JAHHUY010000004.1|55479|62338	2
NZ_JAHLEB010000009.1|45301|52206	1
NZ_JAHLEF010000008.1|134908|141822	1
NZ_JAHLOD010000004.1|52006|58958	1
NZ_JAHLPP010000001.1|938278|943744	1
NZ_JAHLPY010000001.1|312359|320745	1
NZ_JAHLQF010000003.1|585649|592647	1
NZ_JAIRAZ010000035.1|5575|12485	1
NZ_JAIZZK010000001.1|402724|409734	1
NZ_JAIZZN010000004.1|51349|58309	1
NZ_JAJEPU010000020.1|26468|31221	1
NZ_JAJJPB010000020.1|37136|44115	1
NZ_JAJNKE010000001.1|249387|256776	1
NZ_JAJUXF010000001.1|856673|861147	1
NZ_JAKNJB010000022.1|33772|38756	1
NZ_JAKNTP010000001.1|476261|482163	1
NZ_JALNQL010000002.1|460179|466992	1
NZ_JAMOFV010000006.1|2229296|2236204	1
NZ_JAMSKT010000006.1|93111|99976	1
NZ_JAMYJV010000003.1|516503|520316	1
NZ_JANKAH010000011.1|46759|53845	1
NZ_JAODOO010000009.1|15841|23008	1
NZ_JAOQJG010000008.1|6406|13171	1
NZ_JAOQJH010000006.1|99499|104312	1
NZ_JAPCKJ010000001.1|943546|950043	1
NZ_JAPPRQ010000011.1|92185|99003	1
NZ_JAPQER010000002.1|74677|81524	1
NZ_JAPQES010000002.1|172809|179713	1
NZ_JAPQFJ010000007.1|14207|21085	1
NZ_JARYZI010000001.1|646386|653452	1
NZ_JASGBQ010000003.1|141096|145805	1
NZ_JASKYN010000007.1|21045|35390	1
NZ_JAUDDJ010000002.1|5270|10063	1
NZ_JAULJF010000005.1|8514|15836	1
NZ_JAUONW010000040.1|96325|102794	1
NZ_JAUSTO010000001.1|44280|49201	1
NZ_JAUSWN010000010.1|84128|91045	1
NZ_JAVDDS010000034.1|24118|28632	1
NZ_JAVKGO010000001.1|180890|188521	1
NZ_JAYWSY010000001.1|1115075|1121948	1
NZ_JBBEWN010000003.1|38916|42629	1
NZ_JBBHLB010000001.1|328751|338646	1
NZ_JBBMFJ010000036.1|21039|25728	1
NZ_JBBMFK010000012.1|56093|60928	1
NZ_JBBMMD010000047.1|17164|24993	1
NZ_JBCITM010000002.1|8556|15564	2
NZ_JBCLMT010000008.1|84341|89468	1
NZ_JBFDTP010000002.1|327401|332131	1
NZ_JBGEWD010000007.1|111305|118377	1
NZ_JBHEVB010000002.1|8990|13786	1
NZ_JBJHZY010000001.1|1492113|1499028	1
NZ_JBJHZZ010000006.1|61204|68106	1
NZ_JBJIAA010000012.1|93382|100556	1
NZ_JENO01000007.1|50374|57215	1
NZ_JH556651.1|121017|125484	1
NZ_JH590863.1|529466|534352	1
NZ_JHVC01000018.1|3568|10697	1
NZ_JHYD01000009.1|183433|191372	1
NZ_JHYF01000001.1|58893|66471	1
NZ_JJMM01000005.1|106596|113442	1
NZ_JOOI01000001.1|354271|361608	2
NZ_JPMD01000035.1|79335|86173	2
NZ_JQMW01000009.1|1092501|1097146	1
NZ_KB911066.1|118835|123746	1
NZ_KK366004.1|561293|568429	1
NZ_KK366008.1|171196|178008	1
NZ_LAYJ01000101.1|74274|86076	1
NZ_LFVU01000027.1|16189|24634	1
NZ_LGTC01000001.1|793877|802891	1
NZ_LHUR01000011.1|217545|224381	1
NZ_LITT01000004.1|107564|114493	4
NZ_LKET01000028.1|139088|145969	1
NZ_LKHP01000003.1|230763|237237	1
NZ_LN875035.1|3188052|3191702	1
NZ_LN876587.1|888085|895588	1
NZ_LN879468.1|1056127|1062808	1
NZ_LOEE01000019.1|10128|27962	1
NZ_LOHE01000068.1|83311|94359	1
NZ_LR026983.1|86905|99548	1
NZ_LR130778.1|3074665|3081344	1
NZ_LR130785.1|1547702|1555023	2
NZ_LR131147.1|33945|44374	1
NZ_LR590481.1|1927708|1934626	1
NZ_LR699010.1|1921565|1927585	1
NZ_LRVM01000006.1|145605|152022	1
NZ_LT629850.1|151086|159770	1
NZ_LT629945.1|2223999|2228866	1
NZ_LT732526.1|2845968|2850720	1
NZ_LT906662.1|67392|74775	1
NZ_LT962687.1|1490995|1496056	1
NZ_LT963430.1|1899529|1907258	1
NZ_LTBA01000001.1|392462|399332	1
NZ_LTBB01000001.1|43309|50138	1
NZ_LWAE01000001.1|832539|839731	1
NZ_LXFF01000014.1|17687|24127	1
NZ_LZFO01000032.1|12223|19052	1
NZ_MJIF01000001.1|852509|861039	1
NZ_MJIG01000003.1|270073|276885	1
NZ_MZGV01000008.1|62285|69336	1
NZ_MZGX01000020.1|10349|18459	1
NZ_NEMB01000003.1|3000213|3004653	1
NZ_NFGZ01000003.1|187253|195884	1
NZ_NFIR01000007.1|2644|8839	1
NZ_NFLT01000005.1|89842|93387	1
NZ_NFLU01000008.1|23861|37995	1
NZ_NFLV01000003.1|187260|193346	1
NZ_NFMA01000005.1|42490|47389	1
NZ_NFMB01000007.1|234145|244427	1
NZ_NIBG01000001.1|41833|53998	1
NZ_NIQC01000018.1|34583|40402	1
NZ_NOJY02000003.1|54947|63695	1
NZ_NPML01000007.1|276849|289721	1
NZ_OAOD01000003.1|60143|67674	1
NZ_OAOF01000003.1|401680|406404	1
NZ_OAOH01000001.1|453437|464182	1
NZ_OEQH01000003.1|382811|387853	1
NZ_OW235315.1|873458|881380	1
NZ_OZ223661.1|965803|976068	1
NZ_PEDL01000002.1|131692|135469	1
NZ_PETE01000002.1|3921231|3928539	1
NZ_PKUU01000024.1|78223|82920	1
NZ_PQDH01000001.1|223422|231090	1
NZ_PTJA01000001.1|684800|689568	3
NZ_PYLO01000004.1|243048|247787	1
NZ_QKMR01000014.1|19947|28092	1
NZ_QPJT01000016.1|48305|56489	1
NZ_QSCM01000004.1|152538|166007	1
NZ_QUEH01000004.1|36282|40970	1
NZ_QUFI01000007.1|117309|121997	1
NZ_QUIK01000001.1|111368|116056	1
NZ_QVME01000001.1|327244|332055	1
NZ_QWEK01000015.1|70644|75922	1
NZ_QWGJ01000001.1|164526|169504	1
NZ_RJVG01000011.1|6339|17527	1
NZ_RLII01000004.1|99124|103584	1
NZ_RXHQ01000004.1|115366|122370	1
NZ_RXYD01000001.1|284141|293238	1
NZ_RYYS01000042.1|4792|11755	1
NZ_SDOZ01000003.1|234085|242035	1
NZ_SGXF01000001.1|1027093|1033963	1
NZ_SLWV01000001.1|74936|82410	1
NZ_SMAL01000001.1|69686|76900	1
NZ_SOAZ01000034.1|964|7442	1
NZ_SUMG01000014.1|9602|16102	1
NZ_UAVV01000002.1|573263|580087	1
NZ_UFWZ01000001.1|1897408|1904322	2
NZ_UYZY01000004.1|500079|504846	1
NZ_UYZZ01000002.1|278797|285916	1
NZ_VFMF01000001.1|361555|366367	1
NZ_VTPS01000001.1|192334|198746	1
NZ_VULX01000001.1|5531|12427	1
NZ_VUMO01000001.1|187883|192110	1
NZ_VUMT01000028.1|2839|21282	1
NZ_WHNX01000002.1|204663|213214	1
NZ_WJBB01000011.1|83652|87827	2
NZ_WJBE01000008.1|87059|91357	1
NZ_WSLF01000005.1|52914|62411	1
