Organism	Scaffold	Start	End	Score	ctg16_37	ctg16_38	ctg16_39	ctg16_40	ctg16_41	ctg16_42	ctg16_43	Number	Strand	Layout_group	assembly_file	representative	dereplication_status
GCF_001311925.1	NZ_BBCG01000019.1	17619	21498	4.0914	0	0	0	1	0	1	1	50	(-1, -1, -1)	(2, 1, 0)	GCF_001311925.1.fasta.gz	NZ_BBCG01000019.1|17619|21498	dereplication_representative
GCF_001748365.1	NZ_BDHH01000005.1	4493	8565	7.1852	0	0	0	1	1	1	1	62	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_001748365.1.fasta.gz	NZ_BDHH01000005.1|4493|8565	dereplication_representative
GCF_002724055.1	NZ_BDQY01000002.1	57403	65369	13.2497	1	1	1	1	1	1	1	88	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_002724055.1.fasta.gz	NZ_BDQY01000002.1|57403|65369	dereplication_representative
GCF_014193895.1	NZ_BLZR01000001.1	3256980	3263758	7.1831	1	1	0	1	0	1	1	155	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_014193895.1.fasta.gz	NZ_BLZR01000001.1|3256980|3263758	dereplication_representative
GCF_017312485.1	NZ_BMBA01000001.1	1204039	1210812	7.1818	1	1	0	1	0	1	2	191	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017312485.1.fasta.gz	NZ_BMBA01000001.1|1204039|1210812	dereplication_representative
GCF_018332455.1	NZ_BOPZ01000008.1	44700	51714	10.1916	1	1	1	1	0	1	1	200	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_018332455.1.fasta.gz	NZ_BOPZ01000008.1|44700|51714	dereplication_representative
GCF_022834975.1	NZ_BQNK01000001.1	1171698	1176472	3.1132	0	1	0	1	0	1	1	230	(1, 1, 1)	(2, 1, 0)	GCF_022834975.1.fasta.gz	NZ_BQNK01000001.1|1171698|1176472	dereplication_representative
GCF_024341925.1	NZ_BQXZ01000002.1	837866	844644	7.1821	1	1	0	1	0	1	2	236	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_024341925.1.fasta.gz	NZ_BQXZ01000002.1|837866|844644	dereplication_representative
GCF_024345225.1	NZ_BROD01000001.1	1375320	1382172	7.1783	1	1	0	1	0	1	1	237	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_024345225.1.fasta.gz	NZ_BROD01000001.1|1375320|1382172	dereplication_representative
GCF_039545435.1	NZ_BRPJ01000046.1	21986	26755	3.1097	0	1	0	1	0	1	1	297	(-1, -1, -1)	(2, 1, 0)	GCF_039545435.1.fasta.gz	NZ_BRPJ01000046.1|21986|26755	dereplication_representative
GCF_026012015.1	NZ_BRXR01000001.1	41553	48471	7.1896	1	1	0	1	0	1	1	244	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_026012015.1.fasta.gz	NZ_BRXR01000001.1|41553|48471	dereplication_representative
GCF_902143515.1	NZ_CABFVD010000001.1	114357	121386	7.1858	1	1	0	1	0	1	1	388	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_902143515.1.fasta.gz	NZ_CABFVD010000001.1|114357|121386	dereplication_representative
GCF_902374755.1	NZ_CABKRL010000001.1	762142	769229	7.1857	1	1	0	1	0	1	2	389	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_902374755.1.fasta.gz	NZ_CABKRL010000001.1|762142|769229	dereplication_representative
GCF_902375375.1	NZ_CABKTN010000007.1	926950	933826	10.1978	1	1	1	1	0	1	2	390	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_902375375.1.fasta.gz	NZ_CABKTN010000007.1|926950|933826	dereplication_representative
GCF_902376185.1	NZ_CABKWO010000005.1	1115118	1121623	7.1782	1	1	0	1	0	1	1	391	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_902376185.1.fasta.gz	NZ_CABKWO010000005.1|1115118|1121623	dereplication_representative
GCF_902377545.1	NZ_CABLCB010000083.1	376970	383904	7.183	1	1	0	1	0	1	2	392	(1, 1, 1, 1, 1)	(5, 4, 3, 2, 1)	GCF_902377545.1.fasta.gz	NZ_CABLCB010000083.1|376970|383904	dereplication_representative
GCF_902386815.1	NZ_CABMKD010000012.1	1599550	1605064	7.1289	1	1	1	1	0	0	0	393	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_902386815.1.fasta.gz	NZ_CABMKD010000012.1|1599550|1605064	dereplication_representative
GCF_902386895.1	NZ_CABMKL010000001.1	2240289	2244987	3.1126	0	1	0	1	0	1	1	394	(1, 1, 1)	(2, 1, 0)	GCF_902386895.1.fasta.gz	NZ_CABMKL010000001.1|2240289|2244987	dereplication_representative
GCF_902386975.1	NZ_CABMKM010000004.1	597219	602040	4.1269	1	1	0	1	0	0	0	395	(-1, -1, -1)	(2, 1, 0)	GCF_902386975.1.fasta.gz	NZ_CABMKM010000004.1|597219|602040	dereplication_representative
GCF_943192995.1	NZ_CALPCP010000015.1	57560	64144	7.1336	1	1	1	1	0	0	0	398	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_943192995.1.fasta.gz	NZ_CALPCP010000015.1|57560|64144	dereplication_representative
GCF_943193115.1	NZ_CALPCY010000007.1	93433	98187	3.1087	0	1	0	1	0	1	1	399	(-1, -1, -1)	(2, 1, 0)	GCF_943193115.1.fasta.gz	NZ_CALPCY010000007.1|93433|98187	dereplication_representative
GCF_943736985.1	NZ_CALSFS010000005.1	9921	17030	10.1937	1	1	1	1	0	1	2	400	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_943736985.1.fasta.gz	NZ_CALSFS010000005.1|9921|17030	dereplication_representative
GCF_947381515.1	NZ_CANCWE010000007.1	108408	115488	7.185	1	1	0	1	0	1	2	401	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_947381515.1.fasta.gz	NZ_CANCWE010000007.1|108408|115488	dereplication_representative
GCF_947568225.1	NZ_CANOOQ010000001.1	853203	858025	4.1269	1	1	0	1	0	0	0	402	(1, 1, 1)	(2, 1, 0)	GCF_947568225.1.fasta.gz	NZ_CANOOQ010000001.1|853203|858025	dereplication_representative
GCF_964238185.1	NZ_CAXSLG010000003.1	94099	98820	3.1132	0	1	0	1	0	1	1	403	(-1, -1, -1)	(2, 1, 0)	GCF_964238185.1.fasta.gz	NZ_CAXSLG010000003.1|94099|98820	dereplication_representative
GCF_964246085.1	NZ_CAXTPD010000001.1	156445	161134	3.1106	0	1	0	1	0	1	1	404	(1, 1, 1)	(2, 1, 0)	GCF_964246085.1.fasta.gz	NZ_CAXTPD010000001.1|156445|161134	dereplication_representative
GCF_964259345.1	NZ_CAXVJR010000007.1	17307	23009	6.1764	1	1	0	1	1	0	0	405	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_964259345.1.fasta.gz	NZ_CAXVJR010000007.1|17307|23009	dereplication_representative
GCF_900002825.1	NZ_CDAA01000001.1	3201789	3208239	9.1833	1	1	1	1	1	0	0	330	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_900002825.1.fasta.gz	NZ_CDAA01000001.1|3201789|3208239	dereplication_representative
GCF_000709435.1	NZ_CP008713.1	935676	944256	7.1727	1	1	0	1	0	1	2	35	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_000709435.1.fasta.gz	NZ_CP008713.1|935676|944256	dereplication_representative
GCF_001042715.1	NZ_CP009687.1	1790986	1798651	13.2531	1	1	1	1	1	1	1	43	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_001042715.1.fasta.gz	NZ_CP009687.1|1790986|1798651	dereplication_representative
GCF_000968375.1	NZ_CP009933.1	5274197	5281298	7.1844	1	1	0	1	0	1	1	40	(1, 1, 1, 1, 1)	(5, 4, 3, 2, 1)	GCF_000968375.1.fasta.gz	NZ_CP009933.1|5274197|5281298	dereplication_representative
GCF_003096175.1	NZ_CP020953.1	4661853	4668955	7.185	1	1	0	1	0	1	2	98	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_003096175.1.fasta.gz	NZ_CP009933.1|5274197|5281298	redundant
GCF_001038625.1	NZ_CP011803.1	3836069	3843170	7.1856	1	1	0	1	0	1	1	42	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_001038625.1.fasta.gz	NZ_CP011803.1|3836069|3843170	dereplication_representative
GCF_001886775.1	NZ_CP013242.1	0	2776765	11.2055	1	1	1	1	1	1	2	66	(1, 1, 1, 1, 1, 1, -1)	(6, 5, 4, 3, 2, 1, 0)	GCF_001886775.1.fasta.gz	NZ_CP013242.1|0|2776765	dereplication_representative
GCF_001889365.1	NZ_CP013296.1	559239	566367	10.1934	1	1	1	1	0	1	2	67	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_001889365.1.fasta.gz	NZ_CP013296.1|559239|566367	dereplication_representative
GCF_002074155.1	NZ_CP014176.1	1737287	1744391	7.1858	1	1	0	1	0	1	2	73	(1, 1, 1, 1, 1)	(5, 4, 3, 2, 1)	GCF_002074155.1.fasta.gz	NZ_CP014176.1|1737287|1744391	dereplication_representative
GCF_001697285.1	NZ_CP014673.1	2436850	2440592	4.0902	0	0	0	1	0	1	1	61	(-1, -1, -1)	(5, 4, 3)	GCF_001697285.1.fasta.gz	NZ_CP014673.1|2436850|2440592	dereplication_representative
GCF_002250075.1	NZ_CP016893.1	2576893	2584228	10.2103	1	1	1	1	0	1	1	82	(1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1)	GCF_002250075.1.fasta.gz	NZ_CP016893.1|2576893|2584228	dereplication_representative
GCF_001750685.1	NZ_CP017269.1	5667731	5675251	13.2648	1	1	1	1	1	1	1	63	(1, 1, 1, 1, 1, 1, 1)	(7, 6, 5, 4, 3, 2, 1)	GCF_001750685.1.fasta.gz	NZ_CP017269.1|5667731|5675251	dereplication_representative
GCF_001854185.1	NZ_CP017603.1	3131768	3139393	13.2538	1	1	1	1	1	1	1	65	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_001854185.1.fasta.gz	NZ_CP017603.1|3131768|3139393	dereplication_representative
GCF_019056555.1	NZ_CP020473.1	1396623	1403563	7.1826	1	1	0	1	0	1	1	211	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_019056555.1.fasta.gz	NZ_CP020473.1|1396623|1403563	dereplication_representative
GCF_002874775.1	NZ_CP020991.1	2608359	2614848	6.0996	0	0	1	1	0	1	1	91	(1, 1, 1, 1)	(5, 4, 3, 2)	GCF_002874775.1.fasta.gz	NZ_CP020991.1|2608359|2614848	dereplication_representative
GCF_002896855.1	NZ_CP021850.1	1708363	1718559	10.2026	1	1	1	1	0	1	1	92	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_002896855.1.fasta.gz	NZ_CP021850.1|1708363|1718559	dereplication_representative
GCF_004015185.1	NZ_CP025746.1	2193162	2199965	7.1819	1	1	0	1	0	1	1	115	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004015185.1.fasta.gz	NZ_CP025746.1|2193162|2199965	dereplication_representative
GCF_002441855.2	NZ_CP029487.1	3965628	3969857	4.1465	1	1	0	1	0	0	0	87	(1, 1, 1)	(3, 2, 1)	GCF_002441855.2.fasta.gz	NZ_CP029487.1|3965628|3969857	dereplication_representative
GCF_004006395.2	NZ_CP029758.2	3636554	3643493	7.1825	1	1	0	1	0	1	1	114	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_004006395.2.fasta.gz	NZ_CP029758.2|3636554|3643493	dereplication_representative
GCF_003254825.1	NZ_CP030018.1	880843	888029	7.1834	1	1	0	1	0	1	1	100	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003254825.1.fasta.gz	NZ_CP030018.1|880843|888029	dereplication_representative
GCF_003600355.1	NZ_CP032416.1	963495	970397	7.1817	1	1	0	1	0	1	1	109	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_003600355.1.fasta.gz	NZ_CP032416.1|963495|970397	dereplication_representative
GCF_008807835.1	NZ_CP032452.1	2758013	2763712	6.1748	1	1	0	1	1	0	0	135	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_008807835.1.fasta.gz	NZ_CP032452.1|2758013|2763712	dereplication_representative
GCF_003718715.1	NZ_CP033465.1	2012668	2019681	7.183	1	1	0	1	0	1	1	110	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_003718715.1.fasta.gz	NZ_CP033465.1|2012668|2019681	dereplication_representative
GCF_003722315.1	NZ_CP033580.1	1708583	1715921	13.227	1	1	1	1	1	1	1	111	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_003722315.1.fasta.gz	NZ_CP033580.1|1708583|1715921	dereplication_representative
GCF_004103695.1	NZ_CP035280.1	852019	858861	7.1873	1	1	0	1	0	1	1	117	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_004103695.1.fasta.gz	NZ_CP035280.1|852019|858861	dereplication_representative
GCF_006016075.1	NZ_CP040093.1	616297	623137	10.2167	1	1	1	1	0	1	1	128	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_006016075.1.fasta.gz	NZ_CP040093.1|616297|623137	dereplication_representative
GCF_005886215.1	NZ_CP040506.1	4444084	4448800	3.1129	0	1	0	1	0	1	1	127	(1, 1, 1)	(4, 3, 2)	GCF_005886215.1.fasta.gz	NZ_CP040506.1|4444084|4448800	dereplication_representative
GCF_006351925.1	NZ_CP040924.1	1662210	1669073	7.1845	1	1	0	1	0	1	1	129	(1, 1, 1, 1, 1)	(4, 3, 2, 1, 0)	GCF_006351925.1.fasta.gz	NZ_CP040924.1|1662210|1669073	dereplication_representative
GCF_008152325.1	NZ_CP042243.1	1379748	1387241	10.2532	1	1	1	1	0	1	1	133	(1, 1, 1, 1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_008152325.1.fasta.gz	NZ_CP042243.1|1379748|1387241	dereplication_representative
GCF_022539405.1	NZ_CP054394.1	1661749	1667083	4.1259	1	1	0	1	0	0	0	229	(-1, -1, -1)	(4, 3, 2)	GCF_022539405.1.fasta.gz	NZ_CP054394.1|1661749|1667083	dereplication_representative
GCF_014467015.1	NZ_CP058559.1	2764530	2783262	10.1928	1	1	0	1	1	1	1	171	(1, 1, 1, -1, 1, 1)	(5, 4, 3, 2, 1, 0)	GCF_014467015.1.fasta.gz	NZ_CP058559.1|2764530|2783262	dereplication_representative
GCF_018141425.1	NZ_CP058561.1	4799267	4806533	3.1173	0	1	0	1	0	1	1	198	(1, 1, 1)	(4, 3, 2)	GCF_018141425.1.fasta.gz	NZ_CP058561.1|4799267|4806533	dereplication_representative
GCF_018141405.1	NZ_CP058648.1	2755755	2765846	10.2385	1	1	1	1	0	1	1	197	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_018141405.1.fasta.gz	NZ_CP058648.1|2755755|2765846	dereplication_representative
GCF_018141445.1	NZ_CP058649.1	3813728	3822702	6.1243	0	1	1	1	0	1	1	199	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_018141445.1.fasta.gz	NZ_CP058649.1|3813728|3822702	dereplication_representative
GCF_013781885.1	NZ_CP059378.1	3021408	3028355	7.1857	1	1	0	1	0	1	1	153	(-1, -1, -1, -1, -1)	(5, 4, 3, 2, 1)	GCF_013781885.1.fasta.gz	NZ_CP059378.1|3021408|3028355	dereplication_representative
GCF_017357865.1	NZ_CP060096.1	1523722	1530520	10.2086	1	1	1	1	0	1	1	192	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_017357865.1.fasta.gz	NZ_CP060096.1|1523722|1530520	dereplication_representative
GCF_014303955.1	NZ_CP060286.1	550053	554812	7.1303	1	1	1	1	0	0	0	165	(-1, -1, -1, -1)	(3, 2, 1, 0)	GCF_014303955.1.fasta.gz	NZ_CP060286.1|550053|554812	dereplication_representative
GCF_014337195.1	NZ_CP060634.1	1424267	1428975	3.1127	0	1	0	1	0	1	1	166	(-1, -1, -1)	(2, 1, 0)	GCF_014337195.1.fasta.gz	NZ_CP060634.1|1424267|1428975	dereplication_representative
GCF_014467055.1	NZ_CP060696.1	1391878	1396903	4.1259	1	1	0	1	0	0	0	172	(-1, -1, -1)	(4, 3, 2)	GCF_014467055.1.fasta.gz	NZ_CP060696.1|1391878|1396903	dereplication_representative
GCF_005473905.2	NZ_CP061336.1	2630867	2639200	10.2009	1	1	1	1	0	1	1	126	(-1, -1, -1, -1, -1, -1)	(5, 4, 3, 2, 1, 0)	GCF_005473905.2.fasta.gz	NZ_CP061336.1|2630867|2639200	dereplication_representative
GCF_016071375.1	NZ_CP063816.1	1307197	1314043	7.1845	1	1	0	1	0	1	1	181	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_016071375.1.fasta.gz	NZ_CP063816.1|1307197|1314043	dereplication_representative
GCF_017100085.1	NZ_CP063965.1	1604868	1611719	7.1848	1	1	0	1	0	1	1	190	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_017100085.1.fasta.gz	NZ_CP063965.1|1604868|1611719	dereplication_representative
GCF_016906045.1	NZ_CP070235.1	2933122	2937987	3.1107	0	1	0	1	0	1	1	187	(-1, -1, -1)	(3, 2, 1)	GCF_016906045.1.fasta.gz	NZ_CP070235.1|2933122|2937987	dereplication_representative
GCF_020911725.1	NZ_CP076620.1	1533043	1539918	5.1657	1	1	0	1	0	1	1	221	(1, 1, 1, 1)	(3, 2, 1, 0)	GCF_020911725.1.fasta.gz	NZ_CP076620.1|1533043|1539918	dereplication_representative
GCF_030585505.1	NZ_CP077610.1	2266099	2272996	7.1825	1	1	0	1	0	1	2	270	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_030585505.1.fasta.gz	NZ_CP077610.1|2266099|2272996	dereplication_representative
GCF_030585465.1	NZ_CP077615.1	3153518	3160416	7.1823	1	1	0	1	0	1	2	269	(-1, -1, -1, -1, -1)	(4, 3, 2, 1, 0)	GCF_030585465.1.fasta.gz	NZ_CP077615.1|3153518|3160416	dereplication_representative
GCF_019203185.1	NZ_CP078093.1	2373194	2380631	13.2639	1	1	1	1	1	1	1	213	(1, 1, 1, 1, 1, 1, 1)	(6, 5, 4, 3, 2, 1, 0)	GCF_019203185.1.fasta.gz	NZ_CP078093.1|2373194|2380631	dereplication_representative
GCF_020736365.1	NZ_CP085988.1	3385708	3390627	3.1107	0	1	0	1	0	1	1	219	(-1, -1, -1)	(3, 2, 1)	GCF_020736365.1.fasta.gz	NZ_CP085988.1|3385708|3390627	dereplication_representative
GCF_026650925.1	NZ_CP086147.1	3237008	3243906	7.1825	1	1	0	1	0	1	2	247	(1, 1, 1, 1, 1)	(6, 5, 4, 3, 2)	GCF_026650925.1.fasta.gz	NZ_CP086147.1|3237008|3243906	dereplication_representative
GCF_026650965.1	NZ_CP086237.1	4457509	4464406	7.1825	1	1	0	1	0	1	2	248	(1, 1, 1, 1, 1)	(7, 6, 5, 4, 3)	GCF_026650965.1.fasta.gz	NZ_CP086237.1|4457509|4464406	dereplication_representative
