representative	cluster_size
NZ_CAXVJR010000007.1|17307|23009	1
NZ_CDAA01000001.1|3201789|3208239	1
NZ_CP008713.1|935676|944256	1
NZ_CP009687.1|1790986|1798651	1
NZ_CP009933.1|5274197|5281298	2
NZ_CP011803.1|3836069|3843170	1
NZ_CP013242.1|0|2776765	1
NZ_CP013296.1|559239|566367	1
NZ_CP014176.1|1737287|1744391	1
NZ_CP014673.1|2436850|2440592	1
NZ_CP016893.1|2576893|2584228	1
NZ_CP017269.1|5667731|5675251	1
NZ_CP017603.1|3131768|3139393	1
NZ_CP020473.1|1396623|1403563	1
NZ_CP020991.1|2608359|2614848	1
NZ_CP021850.1|1708363|1718559	1
NZ_CP025746.1|2193162|2199965	1
NZ_CP029487.1|3965628|3969857	1
NZ_CP029758.2|3636554|3643493	1
NZ_CP030018.1|880843|888029	1
NZ_CP032416.1|963495|970397	1
NZ_CP032452.1|2758013|2763712	1
NZ_CP033465.1|2012668|2019681	1
NZ_CP033580.1|1708583|1715921	1
NZ_CP035280.1|852019|858861	1
NZ_CP040093.1|616297|623137	1
NZ_CP040506.1|4444084|4448800	1
NZ_CP040924.1|1662210|1669073	1
NZ_CP042243.1|1379748|1387241	1
NZ_CP054394.1|1661749|1667083	1
NZ_CP058559.1|2764530|2783262	1
NZ_CP058561.1|4799267|4806533	1
NZ_CP058648.1|2755755|2765846	1
NZ_CP058649.1|3813728|3822702	1
NZ_CP059378.1|3021408|3028355	1
NZ_CP060096.1|1523722|1530520	1
NZ_CP060286.1|550053|554812	1
NZ_CP060634.1|1424267|1428975	1
NZ_CP060696.1|1391878|1396903	1
NZ_CP061336.1|2630867|2639200	1
NZ_CP063816.1|1307197|1314043	1
NZ_CP063965.1|1604868|1611719	1
NZ_CP070235.1|2933122|2937987	1
NZ_CP076620.1|1533043|1539918	1
NZ_CP077610.1|2266099|2272996	1
NZ_CP077615.1|3153518|3160416	1
NZ_CP078093.1|2373194|2380631	1
NZ_CP085988.1|3385708|3390627	1
NZ_CP086147.1|3237008|3243906	1
NZ_CP086237.1|4457509|4464406	1
NZ_CP086243.1|3602755|3609653	1
NZ_CP096988.1|220311|227472	1
NZ_CP097810.1|1403399|1406973	1
NZ_CP101637.1|2474865|2480566	1
NZ_CP102254.1|995137|1003100	1
NZ_CP112872.1|2472980|2480000	1
NZ_CP113903.1|3009705|3014189	1
NZ_CP117523.1|3666488|3672189	1
NZ_CP119677.1|1795575|1803326	1
NZ_CP120733.1|2709788|2717652	1
NZ_CP121164.1|891590|899555	1
NZ_CP121166.1|1916553|1923637	1
NZ_CP121687.1|1183830|1193135	1
NZ_CP124295.1|3110819|3116521	1
NZ_CP124862.1|5358735|5364164	1
NZ_CP125628.1|4170539|4175303	1
NZ_CP126462.1|1779989|1787472	1
NZ_CP127161.1|2343315|2350915	1
NZ_CP130060.1|1443505|1448395	1
NZ_CP131467.1|5560723|5567835	1
NZ_CP132338.1|911060|915054	1
NZ_CP133189.1|707967|712719	1
NZ_CP137758.1|2057651|2064512	1
NZ_CP158367.1|851768|863553	1
NZ_CP159485.1|2060242|2072285	1
NZ_CP161000.1|2804034|2809730	1
NZ_CP163137.1|2233373|2237871	1
NZ_CP171113.1|889551|896584	1
NZ_CP172402.1|1941132|1947968	1
NZ_CP173187.2|2740150|2744353	1
NZ_CP174369.1|1554883|1559817	1
NZ_CP175761.1|1358981|1365749	1
NZ_CP176625.1|3466585|3470808	1
NZ_CP183811.1|277728|283428	1
NZ_CYUJ01000002.1|774042|778018	1
NZ_FKLA01000009.1|1860069|1864784	1
NZ_FMJL01000002.1|121864|128823	1
NZ_FMMP01000006.1|335959|339737	1
NZ_FNFP01000002.1|447264|454799	1
NZ_FNID01000019.1|22066|26967	1
NZ_FNQE01000022.1|24381|31911	1
NZ_FNUK01000016.1|38597|45023	1
NZ_FOCG01000001.1|784839|790374	1
NZ_FOHN01000015.1|52930|61692	1
NZ_FOHU01000001.1|430838|438363	1
NZ_FOKI01000002.1|141120|148284	1
NZ_FOQA01000001.1|58995|65961	1
NZ_FOYZ01000003.1|254875|261928	1
NZ_FQTU01000001.1|17797|24171	1
NZ_FQVH01000002.1|52368|59136	1
NZ_FQXM01000004.1|228633|235367	1
NZ_FQXP01000013.1|42090|49599	1
NZ_FQZB01000003.1|39026|45792	1
NZ_FQZO01000001.1|696580|703347	1
NZ_FQZV01000003.1|26073|33619	1
NZ_FRAD01000012.1|56834|63848	1
NZ_FRAG01000001.1|202026|206243	1
NZ_FRAI01000005.1|531713|544077	1
NZ_FRCP01000014.1|143099|157240	1
NZ_FUWV01000001.1|267187|274389	1
NZ_FUYD01000002.1|164118|171057	1
NZ_FUYH01000004.1|4723|12268	1
NZ_FUZT01000005.1|261102|268639	1
NZ_FWXH01000003.1|161023|167882	1
NZ_FWXW01000010.1|6029|10995	1
NZ_FXUF01000003.1|335385|342395	1
NZ_FYAM01000024.1|178274|185601	1
NZ_FYDE01000005.1|1921899|1926615	1
NZ_FZOJ01000008.1|59837|67445	1
NZ_GL622296.1|2300111|2305124	1
NZ_HF952018.1|1188858|1196543	1
NZ_HG917868.1|2207496|2214792	1
NZ_JAABNO010000002.1|329523|336327	1
NZ_JAAEEH010000017.1|18011|24380	1
NZ_JAAGPU010000003.1|70115|77211	1
NZ_JAAMNG020000001.1|2111782|2118661	1
NZ_JAAMNH020000001.1|3037592|3044519	1
NZ_JAAMNI020000001.1|3186022|3192951	1
NZ_JAAOXG010000088.1|32183|36953	1
NZ_JABBNI010000001.1|112638|119768	1
NZ_JABSWD010000001.1|3060864|3067972	1
NZ_JACGAG010000005.1|52396|59273	1
NZ_JACHEN010000004.1|71403|78943	1
NZ_JACHFW010000009.1|128874|135783	1
NZ_JACOEA010000001.1|380998|387212	1
NZ_JACOPP010000002.1|150540|156233	1
NZ_JACOPQ010000002.1|43199|54227	1
NZ_JACRSQ010000005.1|10858|14781	1
NZ_JACRSY010000008.1|52363|56011	1
NZ_JACRTD010000001.1|381595|386304	1
NZ_JACRTJ010000005.1|128370|133176	1
NZ_JACSNR010000007.1|10408|15196	1
NZ_JACTOJ010000010.1|177457|184398	1
NZ_JADCKB010000015.1|13367|19215	1
NZ_JADKNH010000006.1|234915|238987	1
NZ_JADKQA010000001.1|73899|79039	1
NZ_JADKZI010000002.1|453444|463563	1
NZ_JADNAX010000004.1|43127|48999	1
NZ_JADNIV010000001.1|299119|304021	1
NZ_JADNJD010000003.1|38448|42292	1
NZ_JADNOJ010000005.1|105646|118296	1
NZ_JADNRK010000002.1|194572|200903	1
NZ_JADYTU010000007.1|64822|69927	1
NZ_JADYUM010000003.1|55198|60282	1
NZ_JAEACT010000002.1|1175302|1182777	1
NZ_JAENHN010000006.1|91271|98052	1
NZ_JAESWA010000017.1|358691|365547	1
NZ_JAESWC010000002.1|394124|401012	1
NZ_JAEUWW010000001.1|897468|904313	1
NZ_JAFBDB010000002.1|599420|607004	1
NZ_JAFBDT010000006.1|77752|84673	1
NZ_JAGE01000001.1|3481938|3489673	1
NZ_JAGGLL010000001.1|249802|256912	1
NZ_JAGGLM010000005.1|67276|74140	1
NZ_JAGGLT010000024.1|25540|32384	2
NZ_JAHBCL010000024.1|43635|50752	1
NZ_JAHHUY010000004.1|55478|62338	1
NZ_JAHLDR010000001.1|341034|347932	1
NZ_JAHLDU010000010.1|78707|85605	1
NZ_JAHLDV010000003.1|81879|88776	1
NZ_JAHLEB010000009.1|45300|52206	1
NZ_JAHLEF010000008.1|134907|141822	1
NZ_JAHLOD010000004.1|52005|58958	1
NZ_JAHLPP010000001.1|938277|943744	1
NZ_JAHLPY010000001.1|312358|320745	1
NZ_JAHLQF010000003.1|585648|592647	1
NZ_JAIRAZ010000035.1|5574|12485	1
NZ_JAIZZK010000001.1|402723|409734	1
NZ_JAIZZN010000004.1|51348|58309	1
NZ_JAIZZY010000004.1|211523|218421	1
NZ_JAJEPU010000020.1|26467|31221	1
NZ_JAJJPB010000020.1|37135|44115	1
NZ_JAJNKE010000001.1|249386|256776	1
NZ_JAJNOR010000002.1|153100|157808	1
NZ_JAJUXF010000001.1|856672|861147	1
NZ_JAKNJB010000022.1|33771|38756	1
NZ_JAKNTP010000001.1|476260|482163	1
NZ_JALNQL010000002.1|460178|466992	1
NZ_JAMOFV010000006.1|2229295|2236204	1
NZ_JAMSKT010000006.1|93110|99976	1
NZ_JAMYJV010000003.1|516502|520316	1
NZ_JANKAH010000011.1|46758|53845	1
NZ_JANQBQ010000001.1|1921014|1927465	1
NZ_JAODOO010000009.1|15840|23008	1
NZ_JAOQJG010000008.1|6405|13171	1
NZ_JAOQJH010000006.1|99498|104312	1
NZ_JAPCKJ010000001.1|943545|950043	1
NZ_JAPNNV010000006.1|22582|29035	1
NZ_JAPPRQ010000011.1|92184|99003	1
NZ_JAPQER010000002.1|74676|81524	1
NZ_JAPQES010000002.1|172808|179713	1
NZ_JAPQFJ010000007.1|14206|21085	1
NZ_JAQETU010000021.1|46808|51554	1
NZ_JAQYUU010000001.1|1427220|1434076	1
NZ_JARYZI010000001.1|646385|653452	1
NZ_JASGBQ010000003.1|141095|145805	1
NZ_JASKYN010000007.1|21044|35390	1
NZ_JAUDDJ010000002.1|5269|10063	1
NZ_JAULJF010000005.1|8513|15836	1
NZ_JAUONW010000040.1|96324|102794	1
NZ_JAUSTO010000001.1|44279|49201	1
NZ_JAUSWN010000010.1|84127|91045	1
NZ_JAVDDS010000034.1|24117|28632	1
NZ_JAVKGO010000001.1|180889|188521	1
NZ_JAYWSY010000001.1|1115074|1121948	1
NZ_JBAIYY010000001.1|17953|24803	1
NZ_JBBEWN010000003.1|38915|42629	1
NZ_JBBHLB010000001.1|328750|338646	1
NZ_JBBMFD010000001.1|308647|312518	1
NZ_JBBMFJ010000036.1|21038|25728	1
NZ_JBBMFK010000012.1|56092|60928	1
NZ_JBBMMD010000047.1|17163|24993	1
NZ_JBCITM010000002.1|8555|15564	1
NZ_JBCLMT010000008.1|84340|89468	1
NZ_JBFDTP010000002.1|327400|332131	1
NZ_JBGEWD010000007.1|111304|118377	1
NZ_JBHEVB010000002.1|8989|13786	1
NZ_JBHEVC010000002.1|243754|247603	1
NZ_JBJHZY010000001.1|1492112|1499028	1
NZ_JBJHZZ010000006.1|61203|68106	1
NZ_JBJIAA010000012.1|93381|100556	1
NZ_JBMBWP010000002.1|1910089|1914859	1
NZ_JENO01000007.1|50373|57215	1
NZ_JH556651.1|121016|125484	1
NZ_JH590863.1|529465|534352	1
NZ_JHVC01000018.1|3567|10697	1
NZ_JHYD01000009.1|183432|191372	1
NZ_JHYF01000001.1|58892|66471	1
NZ_JJMM01000005.1|106595|113442	1
NZ_JNLN01000001.1|2869229|2876146	1
NZ_JOOI01000001.1|354270|361608	1
NZ_JPMD01000035.1|79334|86173	1
NZ_JQMW01000009.1|1092500|1097146	1
NZ_KB911066.1|118834|123746	1
NZ_KK366004.1|561292|568429	1
NZ_KK366008.1|171195|178008	1
NZ_LAYJ01000101.1|74273|85561	1
NZ_LFVU01000027.1|16188|24634	1
NZ_LGTC01000001.1|793876|802891	1
NZ_LHUR01000011.1|217544|224381	1
NZ_LITT01000004.1|107563|114493	1
NZ_LKET01000028.1|139087|145969	1
NZ_LKHP01000003.1|230762|237237	1
NZ_LN875035.1|3188051|3191702	1
NZ_LN876587.1|888084|895588	1
NZ_LN879468.1|1056126|1062808	1
NZ_LOEE01000019.1|10127|27962	1
NZ_LOHE01000068.1|83310|94359	1
NZ_LR026983.1|86904|99548	1
NZ_LR130778.1|3074664|3081344	1
NZ_LR130785.1|1547701|1555023	1
NZ_LR131147.1|33944|44374	1
NZ_LR215983.1|3000408|3004636	1
NZ_LR590481.1|1927707|1934626	1
NZ_LR699010.1|1921564|1927585	1
NZ_LT629850.1|151085|159770	1
NZ_LT629945.1|2223998|2228866	1
NZ_LT732526.1|2845967|2850720	1
NZ_LT835157.1|1697637|1701468	1
NZ_LT906662.1|67391|74775	1
NZ_LT962687.1|1490994|1496056	1
NZ_LT963430.1|1899528|1907258	1
NZ_LTBA01000001.1|392461|399332	1
NZ_LTBB01000001.1|43308|50138	1
NZ_LWAE01000001.1|832538|839731	1
NZ_LXFF01000014.1|17686|24127	1
NZ_LZFO01000032.1|12222|19052	1
NZ_MJIF01000001.1|852508|861039	1
NZ_MJIG01000003.1|270072|276885	1
NZ_MZGV01000008.1|62284|69336	1
NZ_MZGX01000020.1|10348|18459	1
NZ_NEMB01000003.1|3000212|3004653	1
NZ_NFGZ01000003.1|187252|195884	1
NZ_NFIR01000007.1|2643|8839	1
NZ_NFLT01000005.1|89841|93387	1
NZ_NFLU01000008.1|23860|37995	1
NZ_NFLV01000003.1|187259|193346	1
NZ_NFMA01000005.1|42489|47389	1
NZ_NFMB01000007.1|234144|244427	1
NZ_NIBG01000001.1|41832|53998	1
NZ_NIQC01000018.1|34582|40402	1
NZ_NOJY02000003.1|54946|63695	1
NZ_NPML01000007.1|276848|289721	1
NZ_OAOD01000003.1|60142|67674	1
NZ_OAOF01000003.1|401679|406404	1
NZ_OAOH01000001.1|453436|464182	1
NZ_OEQH01000003.1|382810|387853	1
NZ_OW235315.1|873457|881380	1
NZ_OZ223661.1|965802|976068	1
NZ_PEDL01000002.1|131691|135469	1
NZ_PETE01000002.1|3921230|3928539	1
NZ_PKUU01000024.1|78222|82920	1
NZ_PQDH01000001.1|223421|231090	1
NZ_PTJA01000001.1|684799|689568	1
NZ_PYLO01000004.1|243047|247787	1
NZ_QKMR01000014.1|19946|28092	1
NZ_QPJT01000016.1|48304|56489	1
NZ_QSCM01000004.1|152537|166007	1
NZ_QUEH01000004.1|36281|40970	1
NZ_QUFI01000007.1|117308|121997	1
NZ_QUGI01000004.1|219475|223260	1
NZ_QUIK01000001.1|111367|116056	1
NZ_QVME01000001.1|327243|332055	1
NZ_QWEK01000015.1|70643|75922	1
NZ_QWGJ01000001.1|164525|169504	1
NZ_QXXA01000009.1|103458|110782	1
NZ_RJVG01000011.1|6338|17527	1
NZ_RLII01000004.1|99123|103584	1
NZ_RRCM01000001.1|692879|697904	1
NZ_RXHQ01000004.1|115365|122370	1
NZ_RXYA01000011.1|77829|82005	1
NZ_RXYD01000001.1|284140|293238	1
NZ_RYYS01000042.1|4791|11755	1
NZ_SDOZ01000003.1|237254|242035	1
NZ_SGXF01000001.1|1027092|1033963	1
NZ_SLWV01000001.1|74935|82410	1
NZ_SMAL01000001.1|69685|76900	1
NZ_SOAZ01000034.1|963|7442	1
NZ_SUMG01000014.1|9601|16102	1
NZ_UAVV01000002.1|573262|580087	1
NZ_UFWX01000001.1|3451796|3458909	1
NZ_UFWZ01000001.1|1897407|1904322	1
NZ_UOGO01000001.1|466703|471070	1
NZ_UYZY01000004.1|500078|504846	1
NZ_UYZZ01000002.1|278796|285916	1
NZ_VFMF01000001.1|361554|366367	1
NZ_VTPS01000001.1|192333|198746	1
NZ_VULX01000001.1|5530|12427	1
NZ_VUMO01000001.1|187882|192110	1
NZ_VUMT01000028.1|12560|21282	1
NZ_WHNX01000002.1|204662|213214	1
NZ_WJBB01000011.1|83651|87827	1
NZ_WJBC01000033.1|189|3560	1
NZ_WJBE01000008.1|87058|91357	1
NZ_WSLF01000005.1|52913|62411	1
